,AGG
2021-06-22,99.49368822036921
2021-06-23,99.50778013978905
2021-06-24,99.4372912271828
2021-06-25,99.39595571096996
2021-06-28,99.68367624671582
2021-06-29,100.1255992762222
2021-06-30,100.60265232786637
2021-07-01,100.52820656802781
2021-07-02,100.03427459712518
2021-07-05,99.49945546397772
2021-07-06,99.4439607071336
2021-07-07,98.58258956876614
2021-07-08,98.45947262414818
2021-07-09,98.0054418358823
2021-07-12,97.45129384226938
2021-07-13,97.54242975611473
2021-07-14,97.60468930027486
2021-07-15,97.40456687363178
2021-07-16,98.18323798177828
2021-07-19,98.53388180630007
2021-07-20,98.0860288299742
2021-07-21,98.21172835333745
2021-07-22,98.69911054661775
2021-07-23,98.7379295729907
2021-07-26,98.63545216557317
2021-07-27,99.22577538523552
2021-07-28,98.99575043979173
2021-07-29,99.15727283899326
2021-07-30,99.25615570030143
2021-08-02,99.05665911686752
2021-08-03,99.07306257398587
2021-08-04,99.21497700000216
2021-08-05,99.48668124986445
2021-08-06,99.23109224430375
2021-08-09,99.00568289252057
2021-08-10,99.03778542013148
2021-08-11,98.63231674421573
2021-08-12,99.00340473382163
2021-08-13,98.72481660853157
2021-08-16,98.87261991389332
2021-08-17,99.78845796495098
2021-08-18,99.94065977767619
2021-08-19,100.41057099251462
2021-08-20,100.64878983996542
2021-08-23,100.5142493142858
2021-08-24,100.85570232220553
2021-08-25,101.02960725085359
2021-08-26,100.85638832172887
2021-08-27,100.69608514024115
2021-08-30,100.50751034218668
2021-08-31,100.2704398108709
2021-09-01,101.05225802608486
2021-09-02,101.14895560190982
2021-09-03,101.2104770107984
2021-09-06,100.92029913139761
2021-09-07,100.98920177339158
2021-09-08,101.30746406824431
2021-09-09,101.64469812445334
2021-09-10,101.50384539043893
2021-09-13,101.28766935678951
2021-09-14,100.59730942959848
2021-09-15,100.1624475787342
2021-09-16,99.94045359940927
2021-09-17,99.88385884447702
2021-09-20,99.3002187399886
2021-09-21,99.85615326410648
2021-09-22,100.23831620503927
2021-09-23,100.19550615177309
2021-09-24,100.21514039336299
2021-09-27,100.15784638967679
2021-09-28,100.20113935133375
2021-09-29,100.27253134270096
2021-09-30,100.28570002764215
2021-10-01,99.8223275336529
2021-10-04,99.83951201638868
2021-10-05,99.82058543124518
2021-10-06,99.98491851521787
2021-10-07,100.61821724118256
2021-10-08,100.87479175335281
2021-10-11,100.76071866631344
2021-10-12,100.92861372777313
2021-10-13,100.89549037499603
2021-10-14,101.05575448516947
2021-10-15,100.48511566501534
2021-10-18,99.97556394792196
2021-10-19,99.91867409766401
2021-10-20,99.5899551974225
2021-10-21,100.25526923148507
2021-10-22,100.07569028677234
2021-10-25,99.74334941078568
2021-10-26,99.59179897094586
2021-10-27,99.33948071280237
2021-10-28,99.37749921350864
2021-10-29,99.26631658677424
2021-11-01,98.74894949633207
2021-11-02,98.99832254330353
2021-11-03,98.96539767442206
2021-11-04,98.83957159187132
2021-11-05,98.48138445233776
2021-11-08,98.20078436598808
2021-11-09,98.42806316705828
2021-11-10,98.05022267125213
2021-11-11,98.22122378784299
2021-11-12,97.97189703871089
2021-11-15,98.69335023384882
2021-11-16,99.22471855730456
2021-11-17,100.27824573796265
2021-11-18,99.56379281591661
2021-11-19,99.41894553241303
2021-11-22,99.27726037032947
2021-11-23,99.20347502613241
2021-11-24,99.41213172027723
2021-11-25,99.43949499759347
2021-11-26,99.41404940558351
2021-11-29,99.42804414064928
2021-11-30,99.64837611901923
2021-12-01,99.42503623065261
2021-12-02,99.29709079135257
2021-12-03,100.15604644077915
2021-12-06,100.26617469113243
2021-12-07,100.03808083839178
2021-12-08,100.33734229660239
2021-12-09,99.95005826839409
2021-12-10,100.42383664514784
2021-12-13,100.76062418799769
2021-12-14,100.28256622687056
2021-12-15,100.25829526627462
2021-12-16,100.57764141457636
2021-12-17,100.32578277411676
2021-12-20,100.26887543498573
2021-12-21,100.03707711656394
2021-12-22,100.47744025336624
2021-12-23,100.41938378299824
2021-12-24,100.78580968838868
2021-12-27,101.17633795762538
2021-12-28,101.25568010967076
2021-12-29,101.58667348884984
2021-12-30,102.03703031477194
2021-12-31,102.13496356116521
2022-01-03,102.3634376244639
2022-01-04,102.53709645054974
2022-01-05,101.97895544716229
2022-01-06,102.23640648750008
2022-01-07,102.42764924310865
2022-01-10,102.95893888269245
2022-01-11,102.63491206329982
2022-01-12,102.8728222477046
2022-01-13,103.26921715421416
2022-01-14,103.42607257115178
2022-01-17,103.40804804021091
2022-01-18,103.09306308678316
2022-01-19,102.87953746875999
2022-01-20,102.70264402018394
2022-01-21,102.52720952460079
2022-01-24,102.49751050300937
2022-01-25,102.46406721703556
2022-01-26,102.4092145783009
2022-01-27,101.77020803085408
2022-01-28,101.73526916437099
2022-01-31,101.99828618236333
2022-02-01,102.04072654986828
2022-02-02,101.76495790804752
2022-02-03,101.24499918858815
2022-02-04,100.66074539939183
2022-02-07,100.16116381303254
2022-02-08,99.65011180221683
2022-02-09,99.45858154859428
2022-02-10,99.73560439967453
2022-02-11,100.31072519800979
2022-02-14,100.18487882354026
2022-02-15,99.69704495811828
2022-02-16,99.5161841653763
2022-02-17,99.28855789273875
2022-02-18,99.0592211135724
2022-02-21,99.31684716944933
2022-02-22,99.56918640730854
2022-02-23,99.04552770934698
2022-02-24,98.91779544511155
2022-02-25,98.58011999982655
2022-02-28,98.63125441752459
2022-03-01,98.52701180830572
2022-03-02,98.94440534897593
2022-03-03,98.83734999067977
2022-03-04,99.03722350079481
2022-03-07,98.56062538368732
2022-03-08,99.03907425757826
2022-03-09,99.01891114540973
2022-03-10,99.52779280798384
2022-03-11,99.36213749100507
2022-03-14,99.52334242826169
2022-03-15,100.24536715199086
2022-03-16,100.74371853207542
2022-03-17,99.91519427513703
2022-03-18,99.91318268927701
2022-03-21,99.73138422629987
2022-03-22,99.96728840646972
2022-03-23,99.78956072666396
2022-03-24,99.19553169042673
2022-03-25,98.58194382194145
2022-03-28,98.61992789658484
2022-03-29,98.50438067690924
2022-03-30,98.53385740359658
2022-03-31,98.65525026673868
2022-04-01,99.24011093607872
2022-04-04,99.2908001397525
2022-04-05,99.37526565978115
2022-04-06,99.4603060757208
2022-04-07,99.0528719923326
2022-04-08,99.00136835529713
2022-04-11,99.52823691642351
2022-04-12,99.55354190570263
2022-04-13,99.08623567326136
2022-04-14,98.72251369938056
2022-04-15,99.00560340173567
2022-04-18,98.92096045131971
2022-04-19,98.98747938808684
2022-04-20,98.81876133353809
2022-04-21,99.45498905629103
2022-04-22,99.25254632617873
2022-04-25,99.17310376195233
2022-04-26,99.07547354873755
2022-04-27,99.10751393969407
2022-04-28,99.4886449996321
2022-04-29,99.45097012590317
2022-05-02,99.48296450385801
2022-05-03,100.46265317743102
2022-05-04,100.26752298122568
2022-05-05,100.86295478257894
2022-05-06,101.70912988928336
2022-05-09,102.15465856471258
2022-05-10,102.26046644232518
2022-05-11,102.20199448943066
2022-05-12,101.47799763001804
2022-05-13,101.82176273314664
2022-05-16,101.73191142964062
2022-05-17,101.43780846012717
2022-05-18,101.72840866192507
2022-05-19,100.94433780675722
2022-05-20,100.89013709419791
2022-05-23,101.2433793398149
2022-05-24,101.21306251047184
2022-05-25,101.13752182112773
2022-05-26,101.52349928571593
2022-05-27,101.15166090156636
2022-05-30,100.63982693559961
2022-05-31,100.05601456436213
2022-06-01,100.403036493373
2022-06-02,100.10551437190327
2022-06-03,100.81019500022079
2022-06-06,101.35541723807597
2022-06-07,101.04845375005094
2022-06-08,100.7170446311304
2022-06-09,100.30742553905479
2022-06-10,100.02823510946357
2022-06-13,100.0998121832122
2022-06-14,100.5484829070768
2022-06-15,100.81082975649782
2022-06-16,100.79747605499153
2022-06-17,100.75104304257098
2022-06-20,100.68267893578056
2022-06-21,100.56387329234222
2022-06-22,100.35600524938602
2022-06-23,100.46122579423296
2022-06-24,100.02768343970097
2022-06-27,100.43767172535286
2022-06-28,100.90026596403676
2022-06-29,101.42304612315615
2022-06-30,101.20995017057072
2022-07-01,100.97551009180985
2022-07-04,101.1759749424195
2022-07-05,101.36574049264821
2022-07-06,100.84696593482647
2022-07-07,101.14171992049124
2022-07-08,101.19101115095499
2022-07-11,101.6578938656315
2022-07-12,101.8303503579351
2022-07-13,101.65618806691164
2022-07-14,101.80008731288157
2022-07-15,101.72713019931845
2022-07-18,102.25662896356577
2022-07-19,102.29017350206708
2022-07-20,102.06397690664613
2022-07-21,101.82225432273614
2022-07-22,102.04433214866083
2022-07-25,101.41517216415865
2022-07-26,101.4491801510131
2022-07-27,102.36785040027878
2022-07-28,102.15043071667067
2022-07-29,102.25328936768727
2022-08-01,102.03385502304573
2022-08-02,101.56802721964844
2022-08-03,101.64181439192971
2022-08-04,102.51285822991936
2022-08-05,102.70405873407384
2022-08-08,102.42891009707876
2022-08-09,102.77514013826747
2022-08-10,102.9940719526105
2022-08-11,103.1021582475593
2022-08-12,102.86942721739996
2022-08-15,102.6504421370134
2022-08-16,102.92068174689119
2022-08-17,103.11160909766485
2022-08-18,103.3059898946045
2022-08-19,103.94255406337936
2022-08-22,103.7328915435632
2022-08-23,103.58648192575181
2022-08-24,103.52981653488416
2022-08-25,103.62174886697308
2022-08-26,103.7000413182405
2022-08-29,104.4092813803879
2022-08-30,104.46156032429718
2022-08-31,104.40267767900724
2022-09-01,104.99076038421586
2022-09-02,105.43554223998095
2022-09-05,105.90932934923703
2022-09-06,106.85433709247643
2022-09-07,106.9580255822776
2022-09-08,107.70190003068106
2022-09-09,107.47252260176694
2022-09-12,107.13513372880603
2022-09-13,106.9008769579733
2022-09-14,106.92254981517057
2022-09-15,106.41683768471589
2022-09-16,106.2666159530204
2022-09-19,106.21038391023161
2022-09-20,105.59378674505882
2022-09-21,104.8411839115464
2022-09-22,103.91691133294059
2022-09-23,103.73789603197878
2022-09-26,103.89964448580551
2022-09-27,103.72058479043773
2022-09-28,103.62904968668418
2022-09-29,104.1139186957776
2022-09-30,104.81239024552713
2022-10-03,104.84465599890258
2022-10-04,104.56059425799529
2022-10-05,104.75699488957406
2022-10-06,104.44003407783889
2022-10-07,104.34094661001339
2022-10-10,105.29720567369729
2022-10-11,104.85036242033149
2022-10-12,105.04586581448036
2022-10-13,104.67836710908058
2022-10-14,105.2940484176107
2022-10-17,105.15333666630606
2022-10-18,104.88288722589456
2022-10-19,105.15758329788878
2022-10-20,104.81018841397838
2022-10-21,105.16886815720945
2022-10-24,104.96931363700762
2022-10-25,105.40386383008989
2022-10-26,105.41859547190671
2022-10-27,105.69631798152597
2022-10-28,105.32650954062824
2022-10-31,105.13126561003567
2022-11-01,105.01411120623119
2022-11-02,105.30703910455743
2022-11-03,104.66104542954831
2022-11-04,104.86975601134907
2022-11-07,104.76486420126076
2022-11-08,104.90632958183359
2022-11-09,104.55607515388697
2022-11-10,104.17048735355712
2022-11-11,103.75637498653352
2022-11-14,103.48697509848554
2022-11-15,103.52710130409433
2022-11-16,103.67884350237992
2022-11-17,103.37518718015895
2022-11-18,103.02033095473595
2022-11-21,103.21797890111893
2022-11-22,102.54844967238208
2022-11-23,103.02921999360221
2022-11-24,102.6530326275719
2022-11-25,102.63239358912632
2022-11-28,102.36982639765087
2022-11-29,102.11948684784187
2022-11-30,102.35376989087864
2022-12-01,102.56538811801612
2022-12-02,102.48537813022142
2022-12-05,102.22778844750766
2022-12-06,101.83788631083672
2022-12-07,101.49770713933958
2022-12-08,101.62483252206584
2022-12-09,101.7155487555256
2022-12-12,101.52215174400791
2022-12-13,101.55004563782883
2022-12-14,101.44774623578682
2022-12-15,100.91022747084979
2022-12-16,101.11882361531983
2022-12-19,101.21169097899336
2022-12-20,100.9304884852176
2022-12-21,101.10676411482315
2022-12-22,100.41862447169542
2022-12-23,100.64585398491008
2022-12-26,100.8611434131086
2022-12-27,101.39973805133107
2022-12-28,100.93924392460893
2022-12-29,100.9760112187926
2022-12-30,101.0621637081647
2023-01-02,100.46079678356088
2023-01-03,100.5849301715889
2023-01-04,99.75445329799314
2023-01-05,99.7986163480713
2023-01-06,99.72721386647049
2023-01-09,100.15741786027425
2023-01-10,99.82582824195295
2023-01-11,99.99008700064176
2023-01-12,100.13859326576508
2023-01-13,99.61439444178882
2023-01-16,99.9848277402963
2023-01-17,99.79725661545292
2023-01-18,99.70339454148207
2023-01-19,100.40782163140112
2023-01-20,100.46357541974353
2023-01-23,100.80861263253973
2023-01-24,100.80904400101154
2023-01-25,101.13404042084338
2023-01-26,101.24207054888865
2023-01-27,101.09248205471421
2023-01-30,100.91488884049195
2023-01-31,100.32716244050181
2023-02-01,100.48286480978325
2023-02-02,100.3414688196052
2023-02-03,100.13497319841778
2023-02-06,100.20212262212549
2023-02-07,100.20788287694509
2023-02-08,100.29733897141901
2023-02-09,100.44974017065931
2023-02-10,100.7654959376128
2023-02-13,100.46970005043276
2023-02-14,100.35568246389926
2023-02-15,100.11444773314247
2023-02-16,100.04240542867396
2023-02-17,100.42268239070127
2023-02-20,100.37622831206805
2023-02-21,99.92367758640127
2023-02-22,100.07451005023584
2023-02-23,100.0130443150959
2023-02-24,99.5511448095854
2023-02-27,99.8807887702367
2023-02-28,99.5706544512343
2023-03-01,99.21181750768014
2023-03-02,99.46073930591879
2023-03-03,99.1928681818982
2023-03-06,99.28440452357223
2023-03-07,98.6885332661953
2023-03-08,99.41348057800901
2023-03-09,99.31194011743123
2023-03-10,98.92617244322341
2023-03-13,98.80281524365047
2023-03-14,99.50442941521251
2023-03-15,99.08854186438407
2023-03-16,99.11153096760229
2023-03-17,98.97476172742475
2023-03-20,98.51310834049455
2023-03-21,98.63706319643171
2023-03-22,98.67768996172121
2023-03-23,98.99212446102229
2023-03-24,98.7659443440548
2023-03-27,98.18931196348638
2023-03-28,97.89076741319694
2023-03-29,98.17015582641828
2023-03-30,97.99725827065099
2023-03-31,98.28813436381256
2023-04-03,98.50273846862608
2023-04-04,97.91210445542472
2023-04-05,97.88763733770722
2023-04-06,98.10349289771804
2023-04-07,97.8930753083719
2023-04-10,97.9861933156108
2023-04-11,98.12480387316856
2023-04-12,98.41430209889295
2023-04-13,99.03510293539284
2023-04-14,98.57106997616442
2023-04-17,99.23778056033812
2023-04-18,98.37360444874373
2023-04-19,98.45974470779446
2023-04-20,99.08842985631652
2023-04-21,98.44335285584388
2023-04-24,98.27856680112251
2023-04-25,98.246892275008
2023-04-26,98.6403772986901
2023-04-27,98.76609065419999
2023-04-28,99.37562560301015
2023-05-01,99.69078607900444
2023-05-02,99.74754199145153
2023-05-03,100.1085769453608
2023-05-04,100.01739341222462
2023-05-05,100.10420926290958
2023-05-08,100.50599287518756
2023-05-09,100.9753352570739
2023-05-10,100.1463825196542
2023-05-11,101.04761645134917
2023-05-12,101.77797938878459
2023-05-15,101.76345901562809
2023-05-16,101.08263239380379
2023-05-17,101.3310385167259
2023-05-18,102.38100428887313
2023-05-19,102.10564810545823
2023-05-22,102.43324867622113
2023-05-23,102.91319495113922
2023-05-24,103.15924731732665
2023-05-25,103.2153398532559
2023-05-26,103.50104308467989
2023-05-29,103.427308706564
2023-05-30,103.01774635026571
2023-05-31,103.41988858239957
2023-06-01,103.95831407887539
2023-06-02,104.44825602876755
2023-06-05,103.71419604873171
2023-06-06,104.35376194003778
2023-06-07,104.93920152463667
2023-06-08,104.5972445902233
2023-06-09,103.96795733270594
2023-06-12,104.08304416530372
2023-06-13,103.51732404539338
2023-06-14,102.98398925975924
2023-06-15,103.27125091933837
2023-06-16,104.00584206943257
2023-06-19,104.04138080629146
2023-06-20,104.18128444391428
2023-06-21,104.42908884870963
2023-06-22,104.67126240014784
2023-06-23,104.86630784809434
2023-06-26,104.11943897332073
2023-06-27,104.97126542202066
2023-06-28,104.80042448036708
2023-06-29,105.49374487083993
2023-06-30,105.57446457742006
2023-07-03,106.37454807596296
2023-07-04,105.93423853037382
2023-07-05,105.82824951249152
2023-07-06,106.25526050282923
2023-07-07,106.34401910043272
2023-07-10,105.66175543441172
2023-07-11,106.09385072719881
2023-07-12,105.63853522972163
2023-07-13,106.34787830106893
2023-07-14,106.95537039828076
2023-07-17,107.25119971778592
2023-07-18,107.50069892481375
2023-07-19,107.67242550113541
2023-07-20,107.84586323271617
2023-07-21,108.13423384852024
2023-07-24,107.88331863141218
2023-07-25,107.19335684533743
2023-07-26,107.80142048048538
2023-07-27,107.29965899724716
2023-07-28,107.07515592450679
2023-07-31,106.83732446686027
2023-08-01,106.47398958605771
2023-08-02,106.8680909371768
2023-08-03,107.29112322374795
2023-08-04,106.36402713000226
2023-08-07,106.29620104260285
2023-08-08,106.28575806020537
2023-08-09,106.69478570942921
2023-08-10,106.75729993810805
2023-08-11,106.85561148962574
2023-08-14,106.52748725114051
2023-08-15,106.57293508372803
2023-08-16,106.18391847435034
2023-08-17,106.87613270905887
2023-08-18,106.7401178717065
2023-08-21,106.25896915413342
2023-08-22,106.49840814900186
2023-08-23,106.57461837668447
2023-08-24,106.72715122655528
2023-08-25,106.8749541517462
2023-08-28,106.62365216817678
2023-08-29,106.33155283920198
2023-08-30,106.24709730928097
2023-08-31,106.45882758708618
2023-09-01,106.65068861606927
2023-09-04,106.87190954341814
2023-09-05,106.38625930654474
2023-09-06,106.11692736745961
2023-09-07,106.49198748153997
2023-09-08,106.48129286073309
2023-09-11,106.27283672740948
2023-09-12,106.2622101225118
2023-09-13,106.35567627250326
2023-09-14,106.52715239798283
2023-09-15,106.72629116111818
2023-09-18,106.87273494187481
2023-09-19,107.45517825694162
2023-09-20,107.93356292919853
2023-09-21,108.04889917374156
2023-09-22,108.0195602012735
2023-09-25,107.86303870206666
2023-09-26,108.26891417400975
2023-09-27,107.83113869167893
2023-09-28,108.29495325599467
2023-09-29,108.50545942283654
2023-10-02,108.76359846170904
2023-10-03,108.89267688094459
2023-10-04,108.79625094838087
2023-10-05,108.51324909716078
2023-10-06,108.88070082088805
2023-10-09,108.42191945870263
2023-10-10,108.26128529986188
2023-10-11,108.57852918284274
2023-10-12,108.3325412319974
2023-10-13,108.41319567864416
2023-10-16,108.1826636559276
2023-10-17,107.98063606979098
2023-10-18,107.94085334768937
2023-10-19,108.16414914166836
2023-10-20,108.51694211800636
2023-10-23,107.78974333342086
2023-10-24,108.21131698298147
2023-10-25,108.74832615643797
2023-10-26,109.0901571539119
2023-10-27,109.17223502365572
2023-10-30,109.15452920767186
2023-10-31,109.44175779544744
2023-11-01,109.0252801994179
2023-11-02,109.7825701335605
2023-11-03,109.31817161357014
2023-11-06,108.9037820543558
2023-11-07,108.64764958146115
2023-11-08,109.07037374762571
2023-11-09,109.52182350490867
2023-11-10,109.67977893122938
2023-11-13,109.9298430224311
2023-11-14,109.58251250631432
2023-11-15,109.57997435066042
2023-11-16,109.7674125635351
2023-11-17,109.33521570258264
2023-11-20,109.35181067111664
2023-11-21,109.44796596296484
2023-11-22,109.41748530833681
2023-11-23,110.21322151439878
2023-11-24,110.1814274068321
2023-11-27,109.74198143289576
2023-11-28,109.3435222637353
2023-11-29,109.7609961454153
2023-11-30,109.73134148807544
2023-12-01,109.55317271975262
2023-12-04,109.47585491059337
2023-12-05,109.62828358587669
2023-12-06,109.71875085227029
2023-12-07,109.52188499450901
2023-12-08,109.45811230302786
2023-12-11,109.5854436913994
2023-12-12,109.77799815871296
2023-12-13,109.94770363538254
2023-12-14,109.59771857459997
2023-12-15,109.98099876959093
2023-12-18,110.00235625990753
2023-12-19,110.60707199511374
2023-12-20,111.08314379067153
2023-12-21,110.60544135931936
2023-12-22,110.03720843351392
2023-12-25,109.57146412546403
2023-12-26,109.5481085713318
2023-12-27,109.0676866719821
2023-12-28,109.63402956595662
2023-12-29,109.06754233406839
2024-01-01,109.47746923357155
2024-01-02,109.90981214799397
2024-01-03,109.30794617277458
2024-01-04,108.51551594085458
2024-01-05,108.63562525793893
2024-01-08,107.93532400817038
2024-01-09,108.15456325921792
2024-01-10,108.58415905765241
2024-01-11,109.35113342391875
2024-01-12,109.84212905202158
2024-01-15,109.49422188817586
2024-01-16,109.63688505978494
2024-01-17,109.87113731340368
2024-01-18,109.83416877508456
2024-01-19,109.87935957240754
2024-01-22,110.09148017767735
2024-01-23,110.47960181798962
2024-01-24,110.83438396627967
