Date,DFAC
2021-06-14,25.121686935424805
2021-06-15,25.173425674438477
2021-06-16,25.046411514282227
2021-06-17,24.830001831054688
2021-06-18,24.387786865234375
2021-06-21,24.858230590820312
2021-06-22,24.95631980895996
2021-06-23,24.918590545654297
2021-06-24,25.09968376159668
2021-06-25,25.267568588256836
2021-06-28,25.173248291015625
2021-06-29,25.173248291015625
2021-06-30,25.44676971435547
2021-07-01,25.380748748779297
2021-07-02,25.50336456298828
2021-07-06,25.286428451538086
2021-07-07,25.35245132446289
2021-07-08,25.07893180847168
2021-07-09,25.456205368041992
2021-07-12,25.569387435913086
2021-07-13,25.37131118774414
2021-07-14,25.343021392822266
2021-07-15,25.248708724975586
2021-07-16,24.994047164916992
2021-07-19,24.579050064086914
2021-07-20,25.045921325683594
2021-07-21,25.32415771484375
2021-07-22,25.258136749267578
2021-07-23,25.44676971435547
2021-07-26,25.522226333618164
2021-07-27,25.409046173095703
2021-07-28,25.456205368041992
2021-07-29,25.65427017211914
2021-07-30,25.550518035888672
2021-08-02,25.4844970703125
2021-08-03,25.691051483154297
2021-08-04,25.475067138671875
2021-08-05,25.644838333129883
2021-08-06,25.758012771606445
2021-08-09,25.691993713378906
2021-08-10,25.82404136657715
2021-08-11,25.96551513671875
2021-08-12,25.9843807220459
2021-08-13,25.956083297729492
2021-08-16,25.9843807220459
2021-08-17,25.739152908325195
2021-08-18,25.465635299682617
2021-08-19,25.399606704711914
2021-08-20,25.635400772094727
2021-08-23,25.87119483947754
2021-08-24,25.993812561035156
2021-08-25,26.069259643554688
2021-08-26,25.87119483947754
2021-08-27,26.22960090637207
2021-08-30,26.239032745361328
2021-08-31,26.20130729675293
2021-09-01,26.20130729675293
2021-09-02,26.314483642578125
2021-09-03,26.257896423339844
2021-09-07,26.059829711914062
2021-09-08,26.00324058532715
2021-09-09,25.908924102783203
2021-09-10,25.729724884033203
2021-09-13,25.805177688598633
2021-09-14,25.62596893310547
2021-09-15,25.86176300048828
2021-09-16,25.814607620239258
2021-09-17,25.607105255126953
2021-09-20,25.192113876342773
2021-09-21,25.132526397705078
2021-09-22,25.444669723510742
2021-09-23,25.794652938842773
2021-09-24,25.832487106323242
2021-09-27,25.927074432373047
2021-09-28,25.425750732421875
2021-09-29,25.463584899902344
2021-09-30,25.132526397705078
2021-10-01,25.43520736694336
2021-10-04,25.189271926879883
2021-10-05,25.425750732421875
2021-10-06,25.444669723510742
2021-10-07,25.72844123840332
2021-10-08,25.690601348876953
2021-10-11,25.501419067382812
2021-10-12,25.473041534423828
2021-10-13,25.501419067382812
2021-10-14,25.955453872680664
2021-10-15,26.087879180908203
2021-10-18,26.13517189025879
2021-10-19,26.305437088012695
2021-10-20,26.437862396240234
2021-10-21,26.522994995117188
2021-10-22,26.532453536987305
2021-10-25,26.61758041381836
2021-10-26,26.551368713378906
2021-10-27,26.258142471313477
2021-10-28,26.57974624633789
2021-10-29,26.627042770385742
2021-11-01,26.797300338745117
2021-11-02,26.920269012451172
2021-11-03,27.099990844726562
2021-11-04,27.18511962890625
2021-11-05,27.37430191040039
2021-11-08,27.412139892578125
2021-11-09,27.412139892578125
2021-11-10,27.147289276123047
2021-11-11,27.232419967651367
2021-11-12,27.421600341796875
2021-11-15,27.412139892578125
2021-11-16,27.487808227539062
2021-11-17,27.345922470092773
2021-11-18,27.39321517944336
2021-11-19,27.270254135131836
2021-11-22,27.270254135131836
2021-11-23,27.308090209960938
2021-11-24,27.345922470092773
2021-11-26,26.655420303344727
2021-11-29,26.835142135620117
2021-11-30,26.277061462402344
2021-12-01,25.964914321899414
2021-12-02,26.437862396240234
2021-12-03,26.210840225219727
2021-12-06,26.61758041381836
2021-12-07,27.099990844726562
2021-12-08,27.175661087036133
2021-12-09,26.929729461669922
2021-12-10,27.147289276123047
2021-12-13,26.86351776123047
2021-12-14,26.693254470825195
2021-12-15,27.081071853637695
2021-12-16,26.83795928955078
2021-12-17,26.59103775024414
2021-12-20,26.268146514892578
2021-12-21,26.809465408325195
2021-12-22,27.03738784790039
2021-12-23,27.227319717407227
2021-12-27,27.578712463378906
2021-12-28,27.578712463378906
2021-12-29,27.626192092895508
2021-12-30,27.569204330444336
2021-12-31,27.512226104736328
2022-01-03,27.63568687438965
2022-01-04,27.74014663696289
2022-01-05,27.24631690979004
2022-01-06,27.26531219482422
2022-01-07,27.160844802856445
2022-01-10,27.056377410888672
2022-01-11,27.34128761291504
2022-01-12,27.350784301757812
2022-01-13,27.122861862182617
2022-01-14,27.094371795654297
2022-01-18,26.553049087524414
2022-01-19,26.268146514892578
2022-01-20,25.89777374267578
2022-01-21,25.441925048828125
2022-01-24,25.66035270690918
2022-01-25,25.365951538085938
2022-01-26,25.19500732421875
2022-01-27,25.052555084228516
2022-01-28,25.57487678527832
2022-01-31,26.030725479125977
2022-02-01,26.258649826049805
2022-02-02,26.410600662231445
2022-02-03,25.907270431518555
2022-02-04,25.983245849609375
2022-02-07,25.96424674987793
2022-02-08,26.27764320373535
2022-02-09,26.667015075683594
2022-02-10,26.21116828918457
2022-02-11,25.812299728393555
2022-02-14,25.69833755493164
2022-02-15,26.182674407958984
2022-02-16,26.239654541015625
2022-02-17,25.66985321044922
2022-02-18,25.546390533447266
2022-02-22,25.223499298095703
2022-02-23,24.786643981933594
2022-02-24,25.138032913208008
2022-02-25,25.74582862854004
2022-02-28,25.70783233642578
2022-03-01,25.223499298095703
2022-03-02,25.793306350708008
2022-03-03,25.66035270690918
2022-03-04,25.365951538085938
2022-03-07,24.577714920043945
2022-03-08,24.4685001373291
2022-03-09,25.090547561645508
2022-03-10,25.033559799194336
2022-03-11,24.72966957092285
2022-03-14,24.577714920043945
2022-03-15,25.033559799194336
2022-03-16,25.641361236572266
2022-03-17,25.935758590698242
2022-03-18,26.192171096801758
2022-03-21,26.14468765258789
2022-03-22,26.384552001953125
2022-03-23,26.00381851196289
2022-03-24,26.327438354492188
2022-03-25,26.441659927368164
2022-03-28,26.536840438842773
2022-03-29,26.898536682128906
2022-03-30,26.66057586669922
2022-03-31,26.251291275024414
2022-04-01,26.317922592163086
2022-04-04,26.432138442993164
2022-04-05,26.070446014404297
2022-04-06,25.803939819335938
2022-04-07,25.880083084106445
2022-04-08,25.842010498046875
2022-04-11,25.556461334228516
2022-04-12,25.499353408813477
2022-04-13,25.832490921020508
2022-04-14,25.58501434326172
2022-04-18,25.546947479248047
2022-04-19,26.00381851196289
2022-04-20,26.0989990234375
2022-04-21,25.66115951538086
2022-04-22,24.95681381225586
2022-04-25,25.109102249145508
2022-04-26,24.442827224731445
2022-04-27,24.47138214111328
2022-04-28,25.051992416381836
2022-04-29,24.20487403869629
2022-05-02,24.37619972229004
2022-05-03,24.557048797607422
2022-05-04,25.25187873840332
2022-05-05,24.39523696899414
2022-05-06,24.233427047729492
2022-05-09,23.500524520874023
2022-05-10,23.500524520874023
2022-05-11,23.12931251525879
2022-05-12,23.157865524291992
2022-05-13,23.690885543823242
2022-05-16,23.652814865112305
2022-05-17,24.16679573059082
2022-05-18,23.19593620300293
2022-05-19,23.091238021850586
2022-05-20,23.091238021850586
2022-05-23,23.481491088867188
2022-05-24,23.2625732421875
2022-05-25,23.548114776611328
2022-05-26,24.071622848510742
2022-05-27,24.623676300048828
2022-05-31,24.433305740356445
2022-06-01,24.261981964111328
2022-06-02,24.690309524536133
2022-06-03,24.38572120666504
2022-06-06,24.499935150146484
2022-06-07,24.737895965576172
2022-06-08,24.41427230834961
2022-06-09,23.890771865844727
2022-06-10,23.214975357055664
2022-06-13,22.301225662231445
2022-06-14,22.253631591796875
2022-06-15,22.491588592529297
2022-06-16,21.653982162475586
2022-06-17,21.692058563232422
2022-06-21,22.13941764831543
2022-06-22,22.072528839111328
2022-06-23,22.215856552124023
2022-06-24,22.884721755981445
2022-06-27,22.932497024536133
2022-06-28,22.531177520751953
2022-06-29,22.435626983642578
2022-06-30,22.26363182067871
2022-07-01,22.4834041595459
2022-07-05,22.492958068847656
2022-07-06,22.492958068847656
2022-07-07,22.856054306030273
2022-07-08,22.83694839477539
2022-07-11,22.598064422607422
2022-07-12,22.454734802246094
2022-07-13,22.35918617248535
2022-07-14,22.225412368774414
2022-07-15,22.66495704650879
2022-07-18,22.540735244750977
2022-07-19,23.20003890991211
2022-07-20,23.372034072875977
2022-07-21,23.534475326538086
2022-07-22,23.29559326171875
2022-07-25,23.40070343017578
2022-07-26,23.171377182006836
2022-07-27,23.706472396850586
2022-07-28,23.983570098876953
2022-07-29,24.2797794342041
2022-08-01,24.222450256347656
2022-08-02,24.03134536743164
2022-08-03,24.327556610107422
2022-08-04,24.251115798950195
2022-08-05,24.298892974853516
2022-08-08,24.337112426757812
2022-08-09,24.18423080444336
2022-08-10,24.719322204589844
2022-08-11,24.81487464904785
2022-08-12,25.216190338134766
2022-08-15,25.2830810546875
2022-08-16,25.359521865844727
2022-08-17,25.13974952697754
2022-08-18,25.27351951599121
2022-08-19,24.929540634155273
2022-08-22,24.432668685913086
2022-08-23,24.394445419311523
2022-08-24,24.489994049072266
2022-08-25,24.862651824951172
2022-08-26,24.06001091003418
2022-08-29,23.897571563720703
2022-08-30,23.6204776763916
2022-08-31,23.438922882080078
2022-09-01,23.429370880126953
2022-09-02,23.238262176513672
2022-09-06,23.104494094848633
2022-09-07,23.505807876586914
2022-09-08,23.677806854248047
2022-09-09,24.06956672668457
2022-09-12,24.318002700805664
2022-09-13,23.324262619018555
2022-09-14,23.372034072875977
2022-09-15,23.161827087402344
2022-09-16,22.91338539123535
2022-09-19,23.133153915405273
2022-09-20,22.83394432067871
2022-09-21,22.469524383544922
2022-09-22,22.210594177246094
2022-09-23,21.807811737060547
2022-09-26,21.52970314025879
2022-09-27,21.52970314025879
2022-09-28,22.009201049804688
2022-09-29,21.587242126464844
2022-09-30,21.328304290771484
2022-10-03,21.942075729370117
2022-10-04,22.68050765991211
2022-10-05,22.6517391204834
2022-10-06,22.459938049316406
2022-10-07,21.894121170043945
2022-10-10,21.769453048706055
2022-10-11,21.663959503173828
2022-10-12,21.568056106567383
2022-10-13,22.143461227416992
2022-10-14,21.644777297973633
2022-10-17,22.17223358154297
2022-10-18,22.431161880493164
2022-10-19,22.210594177246094
2022-10-20,22.009201049804688
2022-10-21,22.517475128173828
2022-10-24,22.77640724182129
2022-10-25,23.160015106201172
2022-10-26,23.112058639526367
2022-10-27,23.016157150268555
2022-10-28,23.543611526489258
2022-10-31,23.42853546142578
2022-11-01,23.42853546142578
2022-11-02,22.83394432067871
2022-11-03,22.661325454711914
2022-11-04,23.00657081604004
2022-11-07,23.236726760864258
2022-11-08,23.351808547973633
2022-11-09,22.853124618530273
2022-11-10,24.080652236938477
2022-11-11,24.291637420654297
2022-11-14,24.071063995361328
2022-11-15,24.320405960083008
2022-11-16,24.051881790161133
2022-11-17,23.98475456237793
2022-11-18,24.119016647338867
2022-11-21,24.051881790161133
2022-11-22,24.40671730041504
2022-11-23,24.51220703125
2022-11-25,24.50261688232422
2022-11-28,24.109424591064453
2022-11-29,24.119016647338867
2022-11-30,24.7519588470459
2022-12-01,24.742374420166016
2022-12-02,24.7519588470459
2022-12-05,24.253278732299805
2022-12-06,23.936805725097656
2022-12-07,23.860082626342773
2022-12-08,24.013526916503906
2022-12-09,23.821725845336914
2022-12-12,24.157377243041992
2022-12-13,24.31081771850586
2022-12-14,24.176559448242188
2022-12-15,23.601150512695312
2022-12-16,23.332630157470703
2022-12-19,23.150419235229492
2022-12-20,23.212112426757812
2022-12-21,23.578414916992188
2022-12-22,23.269948959350586
2022-12-23,23.443464279174805
2022-12-27,23.40489959716797
2022-12-28,23.06751823425293
2022-12-29,23.46274185180664
2022-12-30,23.40489959716797
2023-01-03,23.30851173400879
2023-01-04,23.510940551757812
2023-01-05,23.31814956665039
2023-01-06,23.86760711669922
2023-01-09,23.85796356201172
2023-01-10,24.05076026916504
2023-01-11,24.320663452148438
2023-01-12,24.44597816467285
2023-01-13,24.5712947845459
2023-01-17,24.503816604614258
2023-01-18,24.137516021728516
2023-01-19,23.915803909301758
2023-01-20,24.34958839416504
2023-01-23,24.61949348449707
2023-01-24,24.590574264526367
2023-01-25,24.629131317138672
2023-01-26,24.87012481689453
2023-01-27,24.89904022216797
2023-01-30,24.600215911865234
2023-01-31,25.04363250732422
2023-02-01,25.313539505004883
2023-02-02,25.622011184692383
2023-02-03,25.438854217529297
2023-02-06,25.226783752441406
2023-02-07,25.525617599487305
2023-02-08,25.23642349243164
2023-02-09,24.976154327392578
2023-02-10,25.08219337463379
2023-02-13,25.381019592285156
2023-02-14,25.361738204956055
2023-02-15,25.467777252197266
2023-02-16,25.18822479248047
2023-02-17,25.120752334594727
2023-02-21,24.561655044555664
2023-02-22,24.561655044555664
2023-02-23,24.658050537109375
2023-02-24,24.484539031982422
2023-02-27,24.53273582458496
2023-02-28,24.49417495727539
2023-03-01,24.474897384643555
2023-03-02,24.609851837158203
2023-03-03,24.976154327392578
2023-03-06,24.879758834838867
2023-03-07,24.52309799194336
2023-03-08,24.561655044555664
2023-03-09,24.031476974487305
2023-03-10,23.607337951660156
2023-03-13,23.356704711914062
2023-03-14,23.732650756835938
2023-03-15,23.41454315185547
2023-03-16,23.80013084411621
2023-03-17,23.433822631835938
2023-03-20,23.6940975189209
2023-03-21,24.069976806640625
2023-03-22,23.606164932250977
2023-03-23,23.606164932250977
2023-03-24,23.71245574951172
2023-03-27,23.857397079467773
2023-03-28,23.86705780029297
2023-03-29,24.156938552856445
2023-03-30,24.263227462768555
2023-03-31,24.620752334594727
2023-04-03,24.72704315185547
2023-04-04,24.42749786376953
2023-04-05,24.340532302856445
2023-04-06,24.379182815551758
2023-04-10,24.49513816833496
2023-04-11,24.591766357421875
2023-04-12,24.49513816833496
2023-04-13,24.76569366455078
2023-04-14,24.69805335998535
2023-04-17,24.794687271118164
2023-04-18,24.82367706298828
2023-04-19,24.80434226989746
2023-04-20,24.688390731811523
2023-04-21,24.669065475463867
2023-04-24,24.71738052368164
2023-04-25,24.263227462768555
2023-04-26,24.09896469116211
2023-04-27,24.524124145507812
2023-04-28,24.775354385375977
2023-05-01,24.76569366455078
2023-05-02,24.41783332824707
2023-05-03,24.28255271911621
2023-05-04,24.021663665771484
2023-05-05,24.504796981811523
2023-05-08,24.49513816833496
2023-05-09,24.379182815551758
2023-05-10,24.446823120117188
2023-05-11,24.379182815551758
2023-05-12,24.350196838378906
2023-05-15,24.514461517333984
2023-05-16,24.25356674194336
2023-05-17,24.6110897064209
2023-05-18,24.82367706298828
2023-05-19,24.746368408203125
2023-05-22,24.80434226989746
2023-05-23,24.572439193725586
2023-05-24,24.359859466552734
2023-05-25,24.437162399291992
2023-05-26,24.72704315185547
2023-05-30,24.67873191833496
2023-05-31,24.466148376464844
2023-06-01,24.67873191833496
2023-06-02,25.219844818115234
2023-06-05,25.084564208984375
2023-06-06,25.31647491455078
2023-06-07,25.442089080810547
2023-06-08,25.4710750579834
2023-06-09,25.432424545288086
2023-06-12,25.6546688079834
2023-06-13,25.876911163330078
2023-06-14,25.79961395263672
2023-06-15,26.11848258972168
2023-06-16,26.012191772460938
2023-06-20,25.8382625579834
2023-06-21,25.7529354095459
2023-06-22,25.74323844909668
2023-06-23,25.54931640625
2023-06-26,25.54931640625
2023-06-27,25.88868522644043
2023-06-28,25.88868522644043
2023-06-29,26.07291030883789
2023-06-30,26.32500648498535
2023-07-03,26.363792419433594
2023-07-05,26.237743377685547
2023-07-06,25.96625328063965
2023-07-07,26.024429321289062
2023-07-10,26.218353271484375
2023-07-11,26.441364288330078
2023-07-12,26.615894317626953
2023-07-13,26.800119400024414
2023-07-14,26.683765411376953
2023-07-17,26.81951141357422
2023-07-18,27.071609497070312
2023-07-19,27.139484405517578
2023-07-20,27.023130416870117
2023-07-21,26.98434829711914
2023-07-24,27.10070037841797
2023-07-25,27.168575286865234
2023-07-26,27.19765853881836
2023-07-27,27.003738403320312
2023-07-28,27.255836486816406
2023-07-31,27.36249542236328
2023-08-01,27.284923553466797
2023-08-02,26.96495246887207
2023-08-03,26.88738250732422
2023-08-04,26.780731201171875
2023-08-07,26.994043350219727
2023-08-08,26.877687454223633
2023-08-09,26.71285629272461
2023-08-10,26.693462371826172
2023-08-11,26.693462371826172
2023-08-14,26.790420532226562
2023-08-15,26.451059341430664
2023-08-16,26.247438430786133
2023-08-17,26.01473045349121
2023-08-18,26.063209533691406
2023-08-21,26.15047836303711
2023-08-22,26.03412437438965
2023-08-23,26.30561637878418
2023-08-24,25.985645294189453
2023-08-25,26.131086349487305
2023-08-28,26.30561637878418
2023-08-29,26.66437339782715
2023-08-30,26.761333465576172
2023-08-31,26.73224449157715
2023-09-01,26.90677833557129
2023-09-05,26.6061954498291
2023-09-06,26.451059341430664
2023-09-07,26.32500648498535
2023-09-08,26.34440040588379
2023-09-11,26.460756301879883
2023-09-12,26.373491287231445
2023-09-13,26.3153133392334
2023-09-14,26.577106475830078
2023-09-15,26.30561637878418
2023-09-18,26.286226272583008
2023-09-19,26.224918365478516
2023-09-20,26.030303955078125
2023-09-21,25.641063690185547
2023-09-22,25.592409133911133
2023-09-25,25.718910217285156
2023-09-26,25.349136352539062
2023-09-27,25.41724967956543
2023-09-28,25.61186981201172
2023-09-29,25.495098114013672
2023-10-02,25.378326416015625
2023-10-03,25.05720329284668
2023-10-04,25.15451431274414
2023-10-05,25.125322341918945
2023-10-06,25.388059616088867
2023-10-09,25.582677841186523
2023-10-10,25.74810028076172
2023-10-11,25.796756744384766
2023-10-12,25.543750762939453
2023-10-13,25.436710357666016
2023-10-16,25.718910217285156
2023-10-17,25.855144500732422
2023-10-18,25.465906143188477
2023-10-19,25.193439483642578
2023-10-20,24.872316360473633
2023-10-23,24.745819091796875
2023-10-24,24.90151023864746
2023-10-25,24.590120315551758
2023-10-26,24.43442726135254
2023-10-27,24.239809036254883
2023-10-30,24.483078002929688
2023-10-31,24.65823745727539
2023-11-01,24.833393096923828
2023-11-02,25.349136352539062
2023-11-03,25.68971824645996
2023-11-06,25.61186981201172
2023-11-07,25.641063690185547
2023-11-08,25.57295036315918
2023-11-09,25.35886001586914
2023-11-10,25.699447631835938
2023-11-13,25.68971824645996
2023-11-14,26.37088394165039
2023-11-15,26.448732376098633
2023-11-16,26.341690063476562
2023-11-17,26.497386932373047
2023-11-20,26.653079986572266
2023-11-21,26.536312103271484
2023-11-22,26.672544479370117
2023-11-24,26.730926513671875
2023-11-27,26.653079986572266
2023-11-28,26.64335060119629
2023-11-29,26.662811279296875
2023-11-30,26.808774948120117
2023-12-01,27.159093856811523
2023-12-04,27.13962745666504
2023-12-05,26.97420310974121
2023-12-06,26.87689208984375
2023-12-07,27.09097671508789
2023-12-08,27.2369384765625
2023-12-11,27.3731689453125
2023-12-12,27.412094116210938
2023-12-13,27.918106079101562
2023-12-14,28.23922348022461
2023-12-15,28.141918182373047
2023-12-18,28.21003532409668
2023-12-19,28.496170043945312
2023-12-20,28.086008071899414
2023-12-21,28.39851188659668
2023-12-22,28.50593376159668
2023-12-26,28.67194938659668
2023-12-27,28.69148063659668
2023-12-28,28.66218376159668
2023-12-29,28.54499626159668
2024-01-02,28.39851188659668
2024-01-03,28.027416229248047
2024-01-04,27.959056854248047
2024-01-05,27.988353729248047
2024-01-08,28.359451293945312
2024-01-09,28.222728729248047
2024-01-10,28.320384979248047
2024-01-11,28.291088104248047
2024-01-12,28.291088104248047
2024-01-16,28.105545043945312
2024-01-17,27.949291229248047
2024-01-18,28.173900604248047
2024-01-19,28.50593376159668
2024-01-22,28.71101188659668
2024-01-23,28.73054313659668
2024-01-24,28.681716918945312
2024-01-25,28.88679313659668
2024-01-26,28.896556854248047
2024-01-29,29.150468826293945
2024-01-30,29.091873168945312
2024-01-31,28.584056854248047
2024-02-01,28.92585563659668
2024-02-02,29.091873168945312
2024-02-05,28.916091918945312
2024-02-06,29.043045043945312
2024-02-07,29.199296951293945
2024-02-08,29.326248168945312
2024-02-09,29.492267608642578
2024-02-12,29.628984451293945
2024-02-13,29.091873168945312
2024-02-14,29.404375076293945
2024-02-15,29.716875076293945
2024-02-16,29.570392608642578
2024-02-20,29.384845733642578
2024-02-21,29.404375076293945
2024-02-22,29.873126983642578
2024-02-23,29.941484451293945
2024-02-26,29.882892608642578
2024-02-27,29.990312576293945
2024-02-28,29.90242576599121
2024-02-29,30.048906326293945
2024-03-01,30.293048858642578
2024-03-04,30.244218826293945
2024-03-05,30.048906326293945
2024-03-06,30.195392608642578
2024-03-07,30.488359451293945
2024-03-08,30.351642608642578
2024-03-11,30.302814483642578
2024-03-12,30.527423858642578
2024-03-13,30.556720733642578
2024-03-14,30.39070701599121
2024-03-15,30.283283233642578
2024-03-18,30.361404418945312
2024-03-19,30.562023162841797
2024-03-20,30.9045352935791
2024-03-21,31.070899963378906
2024-03-22,30.943679809570312
2024-03-25,30.884965896606445
2024-03-26,30.816465377807617
2024-03-27,31.188331604003906
2024-03-28,31.266620635986328
2024-04-01,31.139402389526367
2024-04-02,30.89474868774414
2024-04-03,30.943679809570312
2024-04-04,30.601167678833008
2024-04-05,30.87517738342285
2024-04-08,30.89474868774414
2024-04-09,30.943679809570312
2024-04-10,30.53266143798828
2024-04-11,30.689239501953125
2024-04-12,30.21950912475586
2024-04-15,29.886781692504883
2024-04-16,29.75956153869629
2024-04-17,29.59319496154785
2024-04-18,29.56383514404297
2024-04-19,29.446407318115234
2024-04-22,29.72041893005371
2024-04-23,30.072715759277344
2024-04-24,30.082504272460938
2024-04-25,29.945497512817383
2024-04-26,30.170576095581055
2024-04-29,30.278226852416992
2024-04-30,29.788921356201172
2024-05-01,29.710630416870117
2024-05-02,30.004213333129883
2024-05-03,30.34672737121582
2024-05-06,30.67945671081543
2024-05-07,30.708812713623047
2024-05-08,30.699026107788086
2024-05-09,30.914323806762695
2024-05-10,30.943679809570312
2024-05-13,30.943679809570312
2024-05-14,31.110044479370117
2024-05-15,31.44277000427246
2024-05-16,31.315553665161133
2024-05-17,31.364482879638672
2024-05-20,31.403627395629883
2024-05-21,31.41341209411621
2024-05-22,31.276409149169922
2024-05-23,31.021970748901367
2024-05-24,31.266620635986328
2024-05-28,31.227476119995117
2024-05-29,30.933895111083984
2024-05-30,30.914323806762695
2024-05-31,31.198122024536133
2024-06-03,31.119831085205078
2024-06-04,31.002397537231445
2024-06-05,31.344907760620117
2024-06-06,31.276409149169922
2024-06-07,31.198122024536133
2024-06-10,31.276409149169922
2024-06-11,31.29598045349121
2024-06-12,31.599348068237305
2024-06-13,31.569992065429688
2024-06-14,31.41341209411621
2024-06-17,31.677637100219727
2024-06-18,31.76303482055664
2024-06-20,31.674694061279297
2024-06-21,31.64525032043457
2024-06-24,31.64525032043457
2024-06-25,31.664878845214844
2024-06-26,31.63543128967285
2024-06-27,31.664878845214844
2024-06-28,31.64525032043457
2024-07-01,31.605989456176758
2024-07-02,31.76303482055664
2024-07-03,31.87100601196289
2024-07-05,31.890634536743164
2024-07-08,31.95934295654297
2024-07-09,31.929901123046875
2024-07-10,32.26362228393555
2024-07-11,32.3421516418457
2024-07-12,32.60717010498047
2024-07-15,32.783843994140625
2024-07-16,33.225547790527344
2024-07-17,32.84273910522461
