Date,SGOV
2021-04-19,84.89810180664062
2021-04-20,84.89388275146484
2021-04-21,84.88963317871094
2021-04-22,84.89810180664062
2021-04-23,84.89810180664062
2021-04-26,84.88963317871094
2021-04-27,84.88963317871094
2021-04-28,84.89388275146484
2021-04-29,84.89810180664062
2021-04-30,84.89810180664062
2021-05-03,84.90148162841797
2021-05-04,84.89303588867188
2021-05-05,84.89725494384766
2021-05-06,84.89725494384766
2021-05-07,84.89472961425781
2021-05-10,84.90148162841797
2021-05-11,84.89303588867188
2021-05-12,84.89725494384766
2021-05-13,84.89303588867188
2021-05-14,84.89725494384766
2021-05-17,84.89303588867188
2021-05-18,84.89725494384766
2021-05-19,84.89303588867188
2021-05-20,84.89303588867188
2021-05-21,84.89303588867188
2021-05-24,84.89981079101562
2021-05-25,84.90148162841797
2021-05-26,84.89725494384766
2021-05-27,84.89303588867188
2021-05-28,84.90148162841797
2021-06-01,84.8989486694336
2021-06-02,84.8989486694336
2021-06-03,84.89472198486328
2021-06-04,84.89472198486328
2021-06-07,84.89643096923828
2021-06-08,84.90320587158203
2021-06-09,84.8989486694336
2021-06-10,84.8989486694336
2021-06-11,84.8989486694336
2021-06-14,84.8989486694336
2021-06-15,84.8989486694336
2021-06-16,84.8989486694336
2021-06-17,84.89643096923828
2021-06-18,84.89046478271484
2021-06-21,84.89046478271484
2021-06-22,84.90320587158203
2021-06-23,84.89472198486328
2021-06-24,84.89472198486328
2021-06-25,84.90320587158203
2021-06-28,84.89472198486328
2021-06-29,84.8989486694336
2021-06-30,84.8989486694336
2021-07-01,84.89726257324219
2021-07-02,84.89726257324219
2021-07-06,84.90064239501953
2021-07-07,84.89643096923828
2021-07-08,84.89643096923828
2021-07-09,84.89643096923828
2021-07-12,84.89643096923828
2021-07-13,84.90064239501953
2021-07-14,84.89643096923828
2021-07-15,84.89643096923828
2021-07-16,84.90064239501953
2021-07-19,84.90064239501953
2021-07-20,84.89643096923828
2021-07-21,84.90491485595703
2021-07-22,84.90064239501953
2021-07-23,84.90491485595703
2021-07-26,84.89726257324219
2021-07-27,84.90064239501953
2021-07-28,84.90491485595703
2021-07-29,84.90406036376953
2021-07-30,84.90064239501953
2021-08-02,84.89387512207031
2021-08-03,84.90235137939453
2021-08-04,84.90660858154297
2021-08-05,84.90235137939453
2021-08-06,84.90235137939453
2021-08-09,84.89811706542969
2021-08-10,84.89811706542969
2021-08-11,84.89811706542969
2021-08-12,84.89387512207031
2021-08-13,84.90235137939453
2021-08-16,84.90660858154297
2021-08-17,84.8896255493164
2021-08-18,84.90235137939453
2021-08-19,84.89811706542969
2021-08-20,84.90660858154297
2021-08-23,84.89811706542969
2021-08-24,84.90235137939453
2021-08-25,84.89811706542969
2021-08-26,84.90235137939453
2021-08-27,84.90235137939453
2021-08-30,84.90235137939453
2021-08-31,84.90235137939453
2021-09-01,84.90489959716797
2021-09-02,84.9023666381836
2021-09-03,84.90489959716797
2021-09-07,84.9091567993164
2021-09-08,84.90489959716797
2021-09-09,84.89811706542969
2021-09-10,84.9091567993164
2021-09-13,84.90489959716797
2021-09-14,84.90066528320312
2021-09-15,84.9091567993164
2021-09-16,84.9091567993164
2021-09-17,84.90489959716797
2021-09-20,84.9023666381836
2021-09-21,84.90489959716797
2021-09-22,84.90489959716797
2021-09-23,84.9015121459961
2021-09-24,84.90489959716797
2021-09-27,84.90489959716797
2021-09-28,84.90066528320312
2021-09-29,84.9091567993164
2021-09-30,84.90489959716797
2021-10-01,84.89897918701172
2021-10-04,84.90404510498047
2021-10-05,84.9074478149414
2021-10-06,84.89897918701172
2021-10-07,84.89897918701172
2021-10-08,84.9083023071289
2021-10-11,84.9031982421875
2021-10-12,84.9031982421875
2021-10-13,84.9031982421875
2021-10-14,84.9031982421875
2021-10-15,84.9031982421875
2021-10-18,84.91085815429688
2021-10-19,84.9031982421875
2021-10-20,84.9031982421875
2021-10-21,84.9117202758789
2021-10-22,84.9083023071289
2021-10-25,84.89471435546875
2021-10-26,84.9031982421875
2021-10-27,84.89728546142578
2021-10-28,84.89897918701172
2021-10-29,84.9031982421875
2021-11-01,84.90574645996094
2021-11-02,84.91425323486328
2021-11-03,84.91425323486328
2021-11-04,84.90574645996094
2021-11-05,84.90574645996094
2021-11-08,84.90999603271484
2021-11-09,84.90574645996094
2021-11-10,84.91425323486328
2021-11-11,84.90574645996094
2021-11-12,84.90574645996094
2021-11-15,84.90574645996094
2021-11-16,84.89724731445312
2021-11-17,84.90574645996094
2021-11-18,84.90574645996094
2021-11-19,84.90574645996094
2021-11-22,84.90574645996094
2021-11-23,84.91085052490234
2021-11-24,84.91425323486328
2021-11-26,84.90574645996094
2021-11-29,84.90999603271484
2021-11-30,84.90574645996094
2021-12-01,84.9040756225586
2021-12-02,84.9040756225586
2021-12-03,84.90829467773438
2021-12-06,84.90829467773438
2021-12-07,84.9065933227539
2021-12-08,84.9040756225586
2021-12-09,84.90829467773438
2021-12-10,84.91254425048828
2021-12-13,84.91254425048828
2021-12-14,84.90829467773438
2021-12-15,84.90829467773438
2021-12-16,84.91678619384766
2021-12-17,84.91254425048828
2021-12-20,84.90830993652344
2021-12-21,84.91172790527344
2021-12-22,84.91254425048828
2021-12-23,84.92018127441406
2021-12-27,84.91254425048828
2021-12-28,84.91254425048828
2021-12-29,84.90830993652344
2021-12-30,84.90830993652344
2021-12-31,84.91678619384766
2022-01-03,84.91254425048828
2022-01-04,84.90491485595703
2022-01-05,84.90830993652344
2022-01-06,84.91254425048828
2022-01-07,84.91678619384766
2022-01-10,84.91254425048828
2022-01-11,84.91254425048828
2022-01-12,84.91172790527344
2022-01-13,84.90830993652344
2022-01-14,84.91678619384766
2022-01-18,84.9184799194336
2022-01-19,84.91678619384766
2022-01-20,84.91254425048828
2022-01-21,84.91254425048828
2022-01-24,84.904052734375
2022-01-25,84.91425323486328
2022-01-26,84.91678619384766
2022-01-27,84.91254425048828
2022-01-28,84.92018127441406
2022-01-31,84.91678619384766
2022-02-01,84.92017364501953
2022-02-02,84.91424560546875
2022-02-03,84.91424560546875
2022-02-04,84.91338348388672
2022-02-07,84.91847229003906
2022-02-08,84.91678619384766
2022-02-09,84.91847229003906
2022-02-10,84.91424560546875
2022-02-11,84.9057388305664
2022-02-14,84.91424560546875
2022-02-15,84.91424560546875
2022-02-16,84.92276000976562
2022-02-17,84.92276000976562
2022-02-18,84.92276000976562
2022-02-22,84.91508483886719
2022-02-23,84.92276000976562
2022-02-24,84.91424560546875
2022-02-25,84.92276000976562
2022-02-28,84.92276000976562
2022-03-01,84.92953491210938
2022-03-02,84.92105102539062
2022-03-03,84.92525482177734
2022-03-04,84.92953491210938
2022-03-07,84.92953491210938
2022-03-08,84.92953491210938
2022-03-09,84.92105102539062
2022-03-10,84.92953491210938
2022-03-11,84.92953491210938
2022-03-14,84.92953491210938
2022-03-15,84.92105102539062
2022-03-16,84.92953491210938
2022-03-17,84.92953491210938
2022-03-18,84.92953491210938
2022-03-21,84.92953491210938
2022-03-22,84.93377685546875
2022-03-23,84.9380111694336
2022-03-24,84.9380111694336
2022-03-25,84.92953491210938
2022-03-28,84.92953491210938
2022-03-29,84.9380111694336
2022-03-30,84.94650268554688
2022-03-31,84.94650268554688
2022-04-01,84.94481658935547
2022-04-04,84.94481658935547
2022-04-05,84.93975067138672
2022-04-06,84.94053649902344
2022-04-07,84.94481658935547
2022-04-08,84.94481658935547
2022-04-11,84.94481658935547
2022-04-12,84.94481658935547
2022-04-13,84.94905853271484
2022-04-14,84.95159912109375
2022-04-18,84.95327758789062
2022-04-19,84.95327758789062
2022-04-20,84.95327758789062
2022-04-21,84.95327758789062
2022-04-22,84.95327758789062
2022-04-25,84.95755004882812
2022-04-26,84.9617919921875
2022-04-27,84.9617919921875
2022-04-28,84.97028350830078
2022-04-29,84.97028350830078
2022-05-02,84.96604919433594
2022-05-03,84.96604919433594
2022-05-04,84.96604919433594
2022-05-05,84.97451782226562
2022-05-06,84.97451782226562
2022-05-09,84.97451782226562
2022-05-10,84.97451782226562
2022-05-11,84.97451782226562
2022-05-12,84.97451782226562
2022-05-13,84.97451782226562
2022-05-16,84.97451782226562
2022-05-17,84.98302459716797
2022-05-18,84.98302459716797
2022-05-19,84.99153137207031
2022-05-20,84.98302459716797
2022-05-23,84.99577331542969
2022-05-24,85.00001525878906
2022-05-25,85.00001525878906
2022-05-26,85.00850677490234
2022-05-27,85.00850677490234
2022-05-31,85.00850677490234
2022-06-01,85.00934600830078
2022-06-02,85.01785278320312
2022-06-03,85.01785278320312
2022-06-06,85.00934600830078
2022-06-07,85.00934600830078
2022-06-08,85.00934600830078
2022-06-09,85.01785278320312
2022-06-10,85.01785278320312
2022-06-13,85.00934600830078
2022-06-14,85.00934600830078
2022-06-15,85.00514221191406
2022-06-16,85.0263671875
2022-06-17,85.03484344482422
2022-06-21,85.05184173583984
2022-06-22,85.04335021972656
2022-06-23,85.05184173583984
2022-06-24,85.03484344482422
2022-06-27,85.05184173583984
2022-06-28,85.05184173583984
2022-06-29,85.0603256225586
2022-06-30,85.07733154296875
2022-07-01,85.0679702758789
2022-07-05,85.07648468017578
2022-07-06,85.07648468017578
2022-07-07,85.08500671386719
2022-07-08,85.08500671386719
2022-07-11,85.08500671386719
2022-07-12,85.07648468017578
2022-07-13,85.0679702758789
2022-07-14,85.0934829711914
2022-07-15,85.08500671386719
2022-07-18,85.0934829711914
2022-07-19,85.10198974609375
2022-07-20,85.10198974609375
2022-07-21,85.1104965209961
2022-07-22,85.12750244140625
2022-07-25,85.12750244140625
2022-07-26,85.11898803710938
2022-07-27,85.1360092163086
2022-07-28,85.1360092163086
2022-07-29,85.11898803710938
2022-08-01,85.15815734863281
2022-08-02,85.16243743896484
2022-08-03,85.17517852783203
2022-08-04,85.18370819091797
2022-08-05,85.18370819091797
2022-08-08,85.18370819091797
2022-08-09,85.20072174072266
2022-08-10,85.19221496582031
2022-08-11,85.20923614501953
2022-08-12,85.2177505493164
2022-08-15,85.2177505493164
2022-08-16,85.22625732421875
2022-08-17,85.23477172851562
2022-08-18,85.2432861328125
2022-08-19,85.2432861328125
2022-08-22,85.27733612060547
2022-08-23,85.25183868408203
2022-08-24,85.2688217163086
2022-08-25,85.29012298583984
2022-08-26,85.29012298583984
2022-08-29,85.29439544677734
2022-08-30,85.29439544677734
2022-08-31,85.3028793334961
2022-09-01,85.32677459716797
2022-09-02,85.32677459716797
2022-09-06,85.33528137207031
2022-09-07,85.35234069824219
2022-09-08,85.36940002441406
2022-09-09,85.36087799072266
2022-09-12,85.36087799072266
2022-09-13,85.38645935058594
2022-09-14,85.3779296875
2022-09-15,85.40350341796875
2022-09-16,85.40350341796875
2022-09-19,85.41203308105469
2022-09-20,85.42910766601562
2022-09-21,85.4376449584961
2022-09-22,85.44615173339844
2022-09-23,85.46319580078125
2022-09-26,85.46319580078125
2022-09-27,85.47174072265625
2022-09-28,85.47174072265625
2022-09-29,85.49732208251953
2022-09-30,85.50585174560547
2022-10-03,85.5118179321289
2022-10-04,85.5203628540039
2022-10-05,85.5203628540039
2022-10-06,85.54598236083984
2022-10-07,85.55451202392578
2022-10-10,85.55451202392578
2022-10-11,85.56307983398438
2022-10-12,85.54598236083984
2022-10-13,85.5716323852539
2022-10-14,85.58868408203125
2022-10-17,85.58014678955078
2022-10-18,85.59721374511719
2022-10-19,85.59721374511719
2022-10-20,85.61431121826172
2022-10-21,85.63140106201172
2022-10-24,85.63993835449219
2022-10-25,85.63140106201172
2022-10-26,85.63140106201172
2022-10-27,85.67408752441406
2022-10-28,85.67408752441406
2022-10-31,85.67408752441406
2022-11-01,85.68351745605469
2022-11-02,85.70064544677734
2022-11-03,85.73485565185547
2022-11-04,85.74345397949219
2022-11-07,85.75202178955078
2022-11-08,85.76056671142578
2022-11-09,85.7862548828125
2022-11-10,85.7948226928711
2022-11-11,85.80339050292969
2022-11-14,85.80339050292969
2022-11-15,85.80339050292969
2022-11-16,85.7948226928711
2022-11-17,85.83761596679688
2022-11-18,85.83761596679688
2022-11-21,85.85472869873047
2022-11-22,85.88042449951172
2022-11-23,85.89756774902344
2022-11-25,85.90611267089844
2022-11-28,85.92322540283203
2022-11-29,85.92322540283203
2022-11-30,85.9317855834961
2022-12-01,85.9687271118164
2022-12-02,85.97728729248047
2022-12-05,86.0030517578125
2022-12-06,86.02023315429688
2022-12-07,86.01162719726562
2022-12-08,86.0545883178711
2022-12-09,86.0545883178711
2022-12-12,86.0717544555664
2022-12-13,86.08032989501953
2022-12-14,86.08032989501953
2022-12-15,86.11219787597656
2022-12-16,86.12080383300781
2022-12-19,86.12080383300781
2022-12-20,86.13801574707031
2022-12-21,86.13801574707031
2022-12-22,86.18970489501953
2022-12-23,86.18970489501953
2022-12-27,86.2155532836914
2022-12-28,86.22419738769531
2022-12-29,86.25862884521484
2022-12-30,86.25862884521484
2023-01-03,86.27584838867188
2023-01-04,86.26725006103516
2023-01-05,86.30171203613281
2023-01-06,86.31890869140625
2023-01-09,86.31890869140625
2023-01-10,86.31890869140625
2023-01-11,86.31890869140625
2023-01-12,86.37921142578125
2023-01-13,86.38783264160156
2023-01-17,86.37921142578125
2023-01-18,86.40506744384766
2023-01-19,86.42228698730469
2023-01-20,86.4395523071289
2023-01-23,86.4395523071289
2023-01-24,86.46536254882812
2023-01-25,86.4739761352539
2023-01-26,86.49982452392578
2023-01-27,86.5084457397461
2023-01-30,86.5342788696289
2023-01-31,86.5342788696289
2023-02-01,86.54639434814453
2023-02-02,86.5896224975586
2023-02-03,86.59823608398438
2023-02-06,86.59823608398438
2023-02-07,86.61557006835938
2023-02-08,86.62422943115234
2023-02-09,86.65879821777344
2023-02-10,86.6674575805664
2023-02-13,86.68472290039062
2023-02-14,86.6761245727539
2023-02-15,86.7020263671875
2023-02-16,86.73664093017578
2023-02-17,86.74527740478516
2023-02-21,86.76258850097656
2023-02-22,86.7798843383789
2023-02-23,86.814453125
2023-02-24,86.8230972290039
2023-02-27,86.83174896240234
2023-02-28,86.84908294677734
2023-03-01,86.85599517822266
2023-03-02,86.89935302734375
2023-03-03,86.90802001953125
2023-03-06,86.89935302734375
2023-03-07,86.92536163330078
2023-03-08,86.93403625488281
2023-03-09,86.96003723144531
2023-03-10,86.97737884521484
2023-03-13,87.00341796875
2023-03-14,87.02078247070312
2023-03-15,87.05543518066406
2023-03-16,87.07278442382812
2023-03-17,87.08146667480469
2023-03-20,87.09013366699219
2023-03-21,87.11614990234375
2023-03-22,87.10746765136719
2023-03-23,87.14215850830078
2023-03-24,87.17683410644531
2023-03-27,87.15950012207031
2023-03-28,87.18553924560547
2023-03-29,87.19418334960938
2023-03-30,87.2115249633789
2023-03-31,87.22019958496094
2023-04-03,87.23064422607422
2023-04-04,87.24805450439453
2023-04-05,87.28285217285156
2023-04-06,87.3089828491211
2023-04-10,87.31768798828125
2023-04-11,87.31768798828125
2023-04-12,87.33511352539062
2023-04-13,87.3873062133789
2023-04-14,87.39599609375
2023-04-17,87.39599609375
2023-04-18,87.41341400146484
2023-04-19,87.43952178955078
2023-04-20,87.47434997558594
2023-04-21,87.48301696777344
2023-04-24,87.4917221069336
2023-04-25,87.4917221069336
2023-04-26,87.4917221069336
2023-04-27,87.5178451538086
2023-04-28,87.5178451538086
2023-05-01,87.5283432006836
2023-05-02,87.54579162597656
2023-05-03,87.54579162597656
2023-05-04,87.5894775390625
2023-05-05,87.59821319580078
2023-05-08,87.60697937011719
2023-05-09,87.61569213867188
2023-05-10,87.63317108154297
2023-05-11,87.68557739257812
2023-05-12,87.70307159423828
2023-05-15,87.69432067871094
2023-05-16,87.72052764892578
2023-05-17,87.72926330566406
2023-05-18,87.7554931640625
2023-05-19,87.76424407958984
2023-05-22,87.77294921875
2023-05-23,87.79045104980469
2023-05-24,87.79045104980469
2023-05-25,87.84284973144531
2023-05-26,87.86905670166016
2023-05-30,87.88655853271484
2023-05-31,87.88655853271484
2023-06-01,87.94974517822266
2023-06-02,87.94974517822266
2023-06-05,87.96727752685547
2023-06-06,87.99359130859375
2023-06-07,88.00236511230469
2023-06-08,88.0374755859375
2023-06-09,88.04624938964844
2023-06-12,88.06379699707031
2023-06-13,88.07257843017578
2023-06-14,88.09014129638672
2023-06-15,88.1340103149414
2023-06-16,88.1340103149414
2023-06-20,88.16033935546875
2023-06-21,88.16910552978516
2023-06-22,88.20418548583984
2023-06-23,88.22174835205078
2023-06-26,88.23053741455078
2023-06-27,88.23930358886719
2023-06-28,88.265625
2023-06-29,88.30072021484375
2023-06-30,88.30072021484375
2023-07-03,88.3421401977539
2023-07-05,88.3509521484375
2023-07-06,88.38619232177734
2023-07-07,88.39500427246094
2023-07-10,88.40380859375
2023-07-11,88.41262817382812
2023-07-12,88.43024444580078
2023-07-13,88.46548461914062
2023-07-14,88.47429656982422
2023-07-17,88.4919204711914
2023-07-18,88.50074768066406
2023-07-19,88.51835632324219
2023-07-20,88.55361938476562
2023-07-21,88.56243133544922
2023-07-24,88.58002471923828
2023-07-25,88.5888442993164
2023-07-26,88.60647583007812
2023-07-27,88.6417007446289
2023-07-28,88.65934753417969
2023-07-31,88.65934753417969
2023-08-01,88.67878723144531
2023-08-02,88.70538330078125
2023-08-03,88.73191833496094
2023-08-04,88.74960327148438
2023-08-07,88.7584457397461
2023-08-08,88.76731872558594
2023-08-09,88.79386901855469
2023-08-10,88.82041931152344
2023-08-11,88.82925415039062
2023-08-14,88.85580444335938
2023-08-15,88.86465454101562
2023-08-16,88.88235473632812
2023-08-17,88.91777038574219
2023-08-18,88.92660522460938
2023-08-21,88.93544006347656
2023-08-22,88.9443359375
2023-08-23,88.9708480834961
2023-08-24,89.00626373291016
2023-08-25,89.01512908935547
2023-08-28,89.03280639648438
2023-08-29,89.050537109375
2023-08-30,89.050537109375
2023-08-31,89.09476470947266
2023-09-01,89.12232208251953
2023-09-05,89.1312026977539
2023-09-06,89.14897918701172
2023-09-07,89.19342041015625
2023-09-08,89.20232391357422
2023-09-11,89.21121978759766
2023-09-12,89.22007751464844
2023-09-13,89.24676513671875
2023-09-14,89.27342224121094
2023-09-15,89.29119110107422
2023-09-18,89.30010223388672
2023-09-19,89.3089828491211
2023-09-20,89.33565521240234
2023-09-21,89.36228942871094
2023-09-22,89.38007354736328
2023-09-25,89.39787292480469
2023-09-26,89.39787292480469
2023-09-27,89.4245376586914
2023-09-28,89.45117950439453
2023-09-29,89.47786712646484
2023-10-02,89.48856353759766
2023-10-03,89.49748229980469
2023-10-04,89.51532745361328
2023-10-05,89.56889343261719
2023-10-06,89.57781982421875
2023-10-09,89.58671569824219
2023-10-10,89.58671569824219
2023-10-11,89.60459899902344
2023-10-12,89.6491928100586
2023-10-13,89.6491928100586
2023-10-16,89.67598724365234
2023-10-17,89.68489074707031
2023-10-18,89.70276641845703
2023-10-19,89.73846435546875
2023-10-20,89.75629425048828
2023-10-23,89.77413940429688
2023-10-24,89.7830581665039
2023-10-25,89.7830581665039
2023-10-26,89.83663177490234
2023-10-27,89.83663177490234
2023-10-30,89.85447692871094
2023-10-31,89.8723373413086
2023-11-01,89.88755798339844
2023-11-02,89.92340850830078
2023-11-03,89.93238830566406
2023-11-06,89.95030212402344
2023-11-07,89.95030212402344
2023-11-08,89.96822357177734
2023-11-09,90.01303100585938
2023-11-10,90.01303100585938
2023-11-13,90.02201080322266
2023-11-14,90.05786895751953
2023-11-15,90.05786895751953
2023-11-16,90.10264587402344
2023-11-17,90.12062072753906
2023-11-20,90.1295394897461
2023-11-21,90.15644836425781
2023-11-22,90.19229125976562
2023-11-24,90.21919250488281
2023-11-27,90.21919250488281
2023-11-28,90.22816467285156
2023-11-29,90.25503540039062
2023-11-30,90.28191375732422
2023-12-01,90.31163787841797
2023-12-04,90.32061767578125
2023-12-05,90.33865356445312
2023-12-06,90.33865356445312
2023-12-07,90.38362884521484
2023-12-08,90.3926773071289
2023-12-11,90.4106674194336
2023-12-12,90.419677734375
2023-12-13,90.42864227294922
2023-12-14,90.4783935546875
2023-12-15,90.48743438720703
2023-12-18,90.4964599609375
2023-12-19,90.52362823486328
2023-12-20,90.53265380859375
2023-12-21,90.58692169189453
2023-12-22,90.59595489501953
2023-12-26,90.60501861572266
2023-12-27,90.61405181884766
2023-12-28,90.66829681396484
2023-12-29,90.67733764648438
2024-01-02,90.69544219970703
2024-01-03,90.7044906616211
2024-01-04,90.74968719482422
2024-01-05,90.75874328613281
2024-01-08,90.78588104248047
2024-01-09,90.79489135742188
2024-01-10,90.81298828125
2024-01-11,90.86727905273438
2024-01-12,90.87628936767578
2024-01-16,90.88536071777344
2024-01-17,90.8943862915039
2024-01-18,90.93055725097656
2024-01-19,90.95770263671875
2024-01-22,90.96673583984375
2024-01-23,90.98480987548828
2024-01-24,90.99385833740234
2024-01-25,91.03907775878906
2024-01-26,91.03907775878906
2024-01-29,91.04810333251953
2024-01-30,91.07525634765625
2024-01-31,91.07525634765625
2024-02-01,91.1279296875
2024-02-02,91.13705444335938
2024-02-05,91.15520477294922
2024-02-06,91.16427612304688
2024-02-07,91.18245697021484
2024-02-08,91.2096939086914
2024-02-09,91.2369613647461
2024-02-12,91.2369613647461
2024-02-13,91.25511169433594
2024-02-14,91.2732925415039
2024-02-15,91.3187026977539
2024-02-16,91.32781219482422
2024-02-20,91.3459701538086
2024-02-21,91.35505676269531
2024-02-22,91.39139556884766
2024-02-23,91.41866302490234
2024-02-26,91.42774200439453
2024-02-27,91.44593048095703
2024-02-28,91.45498657226562
2024-02-29,91.48224639892578
2024-03-01,91.50963592529297
2024-03-04,91.51873016357422
2024-03-05,91.5278549194336
2024-03-06,91.54610443115234
2024-03-07,91.59172058105469
2024-03-08,91.60081481933594
2024-03-11,91.61909484863281
2024-03-12,91.62818145751953
2024-03-13,91.63732147216797
2024-03-14,91.67382049560547
2024-03-15,91.69203186035156
2024-03-18,91.70117950439453
2024-03-19,91.71940612792969
2024-03-20,91.72853088378906
2024-03-21,91.76502227783203
2024-03-22,91.78325653076172
2024-03-25,91.801513671875
2024-03-26,91.81062316894531
2024-03-27,91.85623931884766
2024-03-28,91.8653564453125
2024-04-01,91.89282989501953
2024-04-02,91.9111557006836
2024-04-03,91.92034912109375
2024-04-04,91.96614074707031
2024-04-05,91.97528839111328
2024-04-08,91.99362182617188
2024-04-09,92.00281524658203
2024-04-10,92.02110290527344
2024-04-11,92.05779266357422
2024-04-12,92.06694030761719
2024-04-15,92.08527374267578
2024-04-16,92.08527374267578
2024-04-17,92.11276245117188
2024-04-18,92.14022827148438
2024-04-19,92.16773223876953
2024-04-22,92.17688751220703
2024-04-23,92.18602752685547
2024-04-24,92.19522094726562
2024-04-25,92.24103546142578
2024-04-26,92.25935363769531
2024-04-29,92.25935363769531
2024-04-30,92.26852416992188
2024-05-01,92.30347442626953
2024-05-02,92.34028625488281
2024-05-03,92.35869598388672
2024-05-06,92.36787414550781
2024-05-07,92.36787414550781
2024-05-08,92.39552307128906
2024-05-09,92.42310333251953
2024-05-10,92.4507064819336
2024-05-13,92.45992279052734
2024-05-14,92.45992279052734
2024-05-15,92.47832489013672
2024-05-16,92.52433013916016
2024-05-17,92.53351593017578
2024-05-20,92.54273223876953
2024-05-21,92.56112670898438
2024-05-22,92.57034301757812
2024-05-23,92.63477325439453
2024-05-24,92.64392852783203
2024-05-28,92.65316009521484
2024-05-29,92.65316009521484
2024-05-30,92.67154693603516
2024-05-31,92.70835876464844
2024-06-03,92.72684478759766
2024-06-04,92.74533081054688
2024-06-05,92.76380920410156
2024-06-06,92.76380920410156
2024-06-07,92.80081176757812
2024-06-10,92.81925964355469
2024-06-11,92.8377456665039
2024-06-12,92.85623931884766
2024-06-13,92.86547088623047
2024-06-14,92.91168975830078
2024-06-17,92.9209213256836
2024-06-18,92.94867706298828
2024-06-20,92.9579086303711
2024-06-21,92.994873046875
2024-06-24,93.00410461425781
2024-06-25,93.02259063720703
2024-06-26,93.03185272216797
2024-06-27,93.04109954833984
2024-06-28,93.07804870605469
2024-07-01,93.1142349243164
2024-07-02,93.1235580444336
2024-07-03,93.15137481689453
2024-07-05,93.18850708007812
2024-07-08,93.20708465576172
2024-07-09,93.20708465576172
2024-07-10,93.22563934326172
2024-07-11,93.24420166015625
2024-07-12,93.29063415527344
2024-07-15,93.29063415527344
2024-07-16,93.3091812133789
2024-07-17,93.3184814453125
2024-07-18,93.3370361328125
2024-07-19,93.3741683959961
2024-07-22,93.39275360107422
2024-07-23,93.40200805664062
2024-07-24,93.4112777709961
2024-07-25,93.42987060546875
2024-07-26,93.45770263671875
2024-07-29,93.48555755615234
2024-07-30,93.48555755615234
2024-07-31,93.49484252929688
2024-08-01,93.5256118774414
2024-08-02,93.57221984863281
2024-08-05,93.58155822753906
2024-08-06,93.60020446777344
2024-08-07,93.60020446777344
2024-08-08,93.62818908691406
2024-08-09,93.65615844726562
2024-08-12,93.67478942871094
2024-08-13,93.6934585571289
2024-08-14,93.71212005615234
2024-08-15,93.72142791748047
2024-08-16,93.75873565673828
2024-08-19,93.76805877685547
2024-08-20,93.7773666381836
2024-08-21,93.80532836914062
2024-08-22,93.80532836914062
2024-08-23,93.8426513671875
2024-08-26,93.86128234863281
2024-08-27,93.87062072753906
2024-08-28,93.87993621826172
2024-08-29,93.8892593383789
2024-08-30,93.9358901977539
2024-09-03,93.97709655761719
2024-09-04,93.9864730834961
2024-09-05,94.01455688476562
2024-09-06,94.05201721191406
2024-09-09,94.06138610839844
2024-09-10,94.08012390136719
2024-09-11,94.08012390136719
2024-09-12,94.08948516845703
2024-09-13,94.14568328857422
2024-09-16,94.1644058227539
2024-09-17,94.1644058227539
2024-09-18,94.1925048828125
2024-09-19,94.21125030517578
2024-09-20,94.24870300292969
2024-09-23,94.27680206298828
2024-09-24,94.28618621826172
2024-09-25,94.28618621826172
2024-09-26,94.29553985595703
2024-09-27,94.3330307006836
2024-09-30,94.3330307006836
2024-10-01,94.37063598632812
2024-10-02,94.37063598632812
2024-10-03,94.38002014160156
2024-10-04,94.41763305664062
2024-10-07,94.42706298828125
2024-10-08,94.43647766113281
2024-10-09,94.45528411865234
2024-10-10,94.47408294677734
2024-10-11,94.51171875
2024-10-14,94.51171875
2024-10-15,94.53052520751953
2024-10-16,94.54933166503906
2024-10-17,94.54933166503906
2024-10-18,94.58694458007812
2024-10-21,94.60580444335938
2024-10-22,94.61518096923828
2024-10-23,94.61518096923828
2024-10-24,94.64340209960938
2024-10-25,94.68103790283203
2024-10-28,94.68103790283203
2024-10-29,94.69984436035156
