Date,CGDV
2022-02-24,23.084070205688477
2022-02-25,23.603193283081055
2022-02-28,23.555402755737305
2022-03-01,23.201202392578125
2022-03-02,23.622875213623047
2022-03-03,23.557275772094727
2022-03-04,23.518861770629883
2022-03-07,23.07938575744629
2022-03-08,22.835758209228516
2022-03-09,23.201202392578125
2022-03-10,23.257423400878906
2022-03-11,23.04940414428711
2022-03-14,22.901351928710938
2022-03-15,23.219945907592773
2022-03-16,23.529165267944336
2022-03-17,23.81965446472168
2022-03-18,23.95083236694336
2022-03-21,24.0183048248291
2022-03-22,24.23101043701172
2022-03-23,24.020177841186523
2022-03-24,24.274120330810547
2022-03-25,24.456844329833984
2022-03-28,24.438100814819336
2022-03-29,24.672359466552734
2022-03-30,24.6245174407959
2022-03-31,24.268049240112305
2022-04-01,24.38812828063965
2022-04-04,24.436904907226562
2022-04-05,24.148916244506836
2022-04-06,24.099201202392578
2022-04-07,24.174243927001953
2022-04-08,24.230525970458984
2022-04-11,23.92096519470215
2022-04-12,23.92096519470215
2022-04-13,24.16016960144043
2022-04-14,23.96317481994629
2022-04-18,23.949108123779297
2022-04-19,24.314952850341797
2022-04-20,24.249290466308594
2022-04-21,23.95848846435547
2022-04-22,23.358118057250977
2022-04-25,23.386259078979492
2022-04-26,22.814029693603516
2022-04-27,22.851558685302734
2022-04-28,23.15174102783203
2022-04-29,22.420040130615234
2022-05-02,22.532609939575195
2022-05-03,22.69208335876465
2022-05-04,23.358118057250977
2022-05-05,22.720224380493164
2022-05-06,22.720224380493164
2022-05-09,21.979143142700195
2022-05-10,22.08233642578125
2022-05-11,21.894718170166016
2022-05-12,21.951000213623047
2022-05-13,22.373136520385742
2022-05-16,22.44818115234375
2022-05-17,22.88907814025879
2022-05-18,22.1667537689209
2022-05-19,21.979143142700195
2022-05-20,21.976329803466797
2022-05-23,22.335609436035156
2022-05-24,22.2980899810791
2022-05-25,22.495084762573242
2022-05-26,22.804651260375977
2022-05-27,23.217405319213867
2022-05-31,23.067312240600586
2022-06-01,22.992265701293945
2022-06-02,23.226783752441406
2022-06-03,22.992265701293945
2022-06-06,23.067312240600586
2022-06-07,23.292451858520508
2022-06-08,23.048551559448242
2022-06-09,22.532609939575195
2022-06-10,22.05419158935547
2022-06-13,21.200542449951172
2022-06-14,21.078590393066406
2022-06-15,21.24744415283203
2022-06-16,20.525123596191406
2022-06-17,20.478219985961914
2022-06-21,20.92850112915039
2022-06-22,20.806549072265625
2022-06-23,20.8487606048584
2022-06-24,21.37877655029297
2022-06-27,21.397531509399414
2022-06-28,21.200542449951172
2022-06-29,21.130014419555664
2022-06-30,20.98895835876465
2022-07-01,21.20524024963379
2022-07-05,20.913726806640625
2022-07-06,20.90432357788086
2022-07-07,21.130014419555664
2022-07-08,21.092395782470703
2022-07-11,20.91843032836914
2022-07-12,20.80088996887207
2022-07-13,20.612812042236328
2022-07-14,20.42473793029785
2022-07-15,20.805585861206055
2022-07-18,20.678640365600586
2022-07-19,21.252262115478516
2022-07-20,21.242856979370117
2022-07-21,21.393314361572266
2022-07-22,21.242856979370117
2022-07-25,21.32748794555664
2022-07-26,21.242856979370117
2022-07-27,21.656620025634766
2022-07-28,21.764760971069336
2022-07-29,21.948131561279297
2022-08-01,21.90111541748047
2022-08-02,21.81648063659668
2022-08-03,22.051570892333984
2022-08-04,21.919918060302734
2022-08-05,21.948131561279297
2022-08-08,21.957534790039062
2022-08-09,21.90111541748047
2022-08-10,22.324275970458984
2022-08-11,22.427717208862305
2022-08-12,22.728633880615234
2022-08-15,22.803861618041992
2022-08-16,22.841482162475586
2022-08-17,22.68631935119629
2022-08-18,22.75684356689453
2022-08-19,22.54056167602539
2022-08-22,22.07978057861328
2022-08-23,22.070375442504883
2022-08-24,22.136205673217773
2022-08-25,22.427717208862305
2022-08-26,21.81648063659668
2022-08-29,21.741249084472656
2022-08-30,21.449735641479492
2022-08-31,21.365102767944336
2022-09-01,21.38861656188965
2022-09-02,21.23345375061035
2022-09-06,21.120609283447266
2022-09-07,21.412126541137695
2022-09-08,21.510862350463867
2022-09-09,21.85409164428711
2022-09-12,22.10799217224121
2022-09-13,21.22405242919922
2022-09-14,21.355697631835938
2022-09-15,21.148820877075195
2022-09-16,20.99835777282715
2022-09-19,21.120609283447266
2022-09-20,20.88551902770996
2022-09-21,20.5846004486084
2022-09-22,20.452951431274414
2022-09-23,20.020381927490234
2022-09-26,19.738269805908203
2022-09-27,19.64423179626465
2022-09-28,19.973360061645508
2022-09-29,19.602102279663086
2022-09-30,19.290363311767578
2022-10-03,19.904399871826172
2022-10-04,20.594017028808594
2022-10-05,20.518442153930664
2022-10-06,20.338956832885742
2022-10-07,19.942190170288086
2022-10-10,19.781593322753906
2022-10-11,19.724910736083984
2022-10-12,19.658784866333008
2022-10-13,20.178359985351562
2022-10-14,19.781593322753906
2022-10-17,20.2255916595459
2022-10-18,20.452314376831055
2022-10-19,20.386188507080078
2022-10-20,20.187807083129883
2022-10-21,20.660146713256836
2022-10-24,20.877418518066406
2022-10-25,21.075807571411133
2022-10-26,21.113590240478516
2022-10-27,21.03801727294922
2022-10-28,21.538694381713867
2022-10-31,21.425334930419922
2022-11-01,21.444229125976562
2022-11-02,21.000228881835938
2022-11-03,20.96244239807129
2022-11-04,21.359209060668945
2022-11-07,21.63316535949707
2022-11-08,21.7559757232666
2022-11-09,21.406444549560547
2022-11-10,22.275545120239258
2022-11-11,22.398351669311523
2022-11-14,22.2188663482666
2022-11-15,22.42669677734375
2022-11-16,22.237762451171875
2022-11-17,22.16218376159668
2022-11-18,22.30388832092285
2022-11-21,22.28499412536621
2022-11-22,22.54950523376465
2022-11-23,22.64397430419922
2022-11-25,22.662864685058594
2022-11-28,22.30388832092285
2022-11-29,22.351119995117188
2022-11-30,22.93682098388672
2022-12-01,22.98405647277832
2022-12-02,23.031291961669922
2022-12-05,22.67230987548828
2022-12-06,22.42669677734375
2022-12-07,22.398351669311523
2022-12-08,22.521160125732422
2022-12-09,22.379467010498047
2022-12-12,22.695926666259766
2022-12-13,22.899036407470703
2022-12-14,22.814014434814453
2022-12-15,22.407800674438477
2022-12-16,22.190526962280273
2022-12-19,22.048828125
2022-12-20,22.12439727783203
2022-12-21,22.45503807067871
2022-12-22,22.20941925048828
2022-12-23,22.360517501831055
2022-12-27,22.39853286743164
2022-12-28,22.122940063476562
2022-12-29,22.455543518066406
2022-12-30,22.41753578186035
2023-01-03,22.351015090942383
2023-01-04,22.550575256347656
2023-01-05,22.436540603637695
2023-01-06,22.968706130981445
2023-01-09,22.864173889160156
2023-01-10,23.03523063659668
2023-01-11,23.234790802001953
2023-01-12,23.329822540283203
2023-01-13,23.358325958251953
2023-01-17,23.329822540283203
2023-01-18,22.940200805664062
2023-01-19,22.778648376464844
2023-01-20,23.101749420166016
