Date,QQQM
2021-04-19,134.9676055908203
2021-04-20,133.93101501464844
2021-04-21,135.04507446289062
2021-04-22,133.5338134765625
2021-04-23,135.1419677734375
2021-04-26,136.01382446289062
2021-04-27,135.32603454589844
2021-04-28,134.8997802734375
2021-04-29,135.42288208007812
2021-04-30,134.49288940429688
2021-05-03,133.82443237304688
2021-05-04,131.56724548339844
2021-05-05,131.00537109375
2021-05-06,131.99351501464844
2021-05-07,133.13662719726562
2021-05-10,129.75567626953125
2021-05-11,129.57159423828125
2021-05-12,126.19060516357422
2021-05-13,127.1206283569336
2021-05-14,129.99786376953125
2021-05-17,129.13563537597656
2021-05-18,128.22500610351562
2021-05-19,128.50595092773438
2021-05-20,130.8988037109375
2021-05-21,130.13348388671875
2021-05-24,132.36160278320312
2021-05-25,132.6134796142578
2021-05-26,133.04942321777344
2021-05-27,132.6134796142578
2021-05-28,132.94287109375
2021-06-01,132.53598022460938
2021-06-02,132.74916076660156
2021-06-03,131.3541259765625
2021-06-04,133.64036560058594
2021-06-07,134.00851440429688
2021-06-08,134.0278778076172
2021-06-09,134.14413452148438
2021-06-10,135.5052490234375
2021-06-11,135.83949279785156
2021-06-14,137.08241271972656
2021-06-15,136.33352661132812
2021-06-16,135.791015625
2021-06-17,137.50575256347656
2021-06-18,136.39166259765625
2021-06-21,137.26661682128906
2021-06-22,138.5566864013672
2021-06-23,138.5566864013672
2021-06-24,139.41038513183594
2021-06-25,139.31332397460938
2021-06-28,141.0205535888672
2021-06-29,141.47645568847656
2021-06-30,141.36009216308594
2021-07-01,141.36009216308594
2021-07-02,142.95086669921875
2021-07-06,143.52320861816406
2021-07-07,143.8044891357422
2021-07-08,143.01876831054688
2021-07-09,143.89178466796875
2021-07-12,144.4835205078125
2021-07-13,144.4738311767578
2021-07-14,144.7066192626953
2021-07-15,143.6977996826172
2021-07-16,142.55320739746094
2021-07-19,141.40858459472656
2021-07-20,143.0382080078125
2021-07-21,144.06640625
2021-07-22,145.0849609375
2021-07-23,146.68544006347656
2021-07-26,146.88916015625
2021-07-27,145.30801391601562
2021-07-28,145.8318328857422
2021-07-29,146.08404541015625
2021-07-30,145.3468017578125
2021-08-02,145.33712768554688
2021-08-03,146.21983337402344
2021-08-04,146.4429473876953
2021-08-05,147.36447143554688
2021-08-06,146.72422790527344
2021-08-09,146.995849609375
2021-08-10,146.2489471435547
2021-08-11,145.98703002929688
2021-08-12,146.52056884765625
2021-08-13,147.0249481201172
2021-08-16,147.10252380371094
2021-08-17,145.80271911621094
2021-08-18,144.40591430664062
2021-08-19,145.0849609375
2021-08-20,146.58848571777344
2021-08-23,148.76124572753906
2021-08-24,149.25596618652344
2021-08-25,149.3433380126953
2021-08-26,148.47996520996094
2021-08-27,149.8961944580078
2021-08-30,151.59373474121094
2021-08-31,151.4481964111328
2021-09-01,151.7198486328125
2021-09-02,151.66162109375
2021-09-03,152.11753845214844
2021-09-07,152.33091735839844
2021-09-08,151.8168182373047
2021-09-09,151.28329467773438
2021-09-10,150.15806579589844
2021-09-13,150.0417022705078
2021-09-14,149.6149139404297
2021-09-15,150.70132446289062
2021-09-16,150.80795288085938
2021-09-17,149.0619659423828
2021-09-20,146.0477752685547
2021-09-21,146.09632873535156
2021-09-22,147.47525024414062
2021-09-23,148.81533813476562
2021-09-24,148.99986267089844
2021-09-27,147.8151397705078
2021-09-28,143.7658233642578
2021-09-29,143.39682006835938
2021-09-30,142.85301208496094
2021-10-01,143.74639892578125
2021-10-04,140.8137969970703
2021-10-05,142.62965393066406
2021-10-06,143.6007080078125
2021-10-07,144.8630828857422
2021-10-08,144.15423583984375
2021-10-11,143.05691528320312
2021-10-12,142.5714111328125
2021-10-13,143.668701171875
2021-10-14,146.32940673828125
2021-10-15,147.2713165283203
2021-10-18,148.73765563964844
2021-10-19,149.79611206054688
2021-10-20,149.6504364013672
2021-10-21,150.59237670898438
2021-10-22,149.31057739257812
2021-10-25,150.85458374023438
2021-10-26,151.2624053955078
2021-10-27,151.68968200683594
2021-10-28,153.34048461914062
2021-10-29,154.1561279296875
2021-11-01,154.6125946044922
2021-11-02,155.26321411132812
2021-11-03,156.95285034179688
2021-11-04,158.94349670410156
2021-11-05,159.0891876220703
2021-11-08,158.88523864746094
2021-11-09,157.80735778808594
2021-11-10,155.4865264892578
2021-11-11,155.9040985107422
2021-11-12,157.53546142578125
2021-11-15,157.50633239746094
2021-11-16,158.6522216796875
2021-11-17,158.7007598876953
2021-11-18,160.33213806152344
2021-11-19,161.26437377929688
2021-11-22,159.4290313720703
2021-11-23,158.6619110107422
2021-11-24,159.15713500976562
2021-11-26,156.1468048095703
2021-11-29,159.5067138671875
2021-11-30,157.20530700683594
2021-12-01,154.6125946044922
2021-12-02,155.67100524902344
2021-12-03,152.9811553955078
2021-12-06,154.16587829589844
2021-12-07,158.88523864746094
2021-12-08,159.54559326171875
2021-12-09,157.27330017089844
2021-12-10,158.9143829345703
2021-12-13,156.60324096679688
2021-12-14,155.049560546875
2021-12-15,158.3997344970703
2021-12-16,154.5154571533203
2021-12-17,153.67062377929688
2021-12-20,152.20201110839844
2021-12-21,155.5164031982422
2021-12-22,157.4215087890625
2021-12-23,158.67532348632812
2021-12-27,161.2510986328125
2021-12-28,160.56100463867188
2021-12-29,160.5220947265625
2021-12-30,159.90003967285156
2021-12-31,158.9669189453125
2022-01-03,160.609619140625
2022-01-04,158.50039672851562
2022-01-05,153.71824645996094
2022-01-06,153.5335693359375
2022-01-07,151.89097595214844
2022-01-10,152.03675842285156
2022-01-11,154.16539001464844
2022-01-12,154.8943634033203
2022-01-13,151.11331176757812
2022-01-14,151.90066528320312
2022-01-18,148.34323120117188
2022-01-19,146.55477905273438
2022-01-20,144.6399688720703
2022-01-21,140.5868377685547
2022-01-24,141.1797637939453
2022-01-25,137.84588623046875
2022-01-26,137.836181640625
2022-01-27,136.42677307128906
2022-01-28,140.62574768066406
2022-01-31,145.12599182128906
2022-02-01,146.1271209716797
2022-02-02,147.3129425048828
2022-02-03,141.4033203125
2022-02-04,143.02650451660156
2022-02-07,142.0059814453125
2022-02-08,143.60000610351562
2022-02-09,146.57423400878906
2022-02-10,143.3861846923828
2022-02-11,138.80812072753906
2022-02-14,138.98309326171875
2022-02-15,142.33641052246094
2022-02-16,142.33641052246094
2022-02-17,138.12774658203125
2022-02-18,136.5725555419922
2022-02-22,135.20211791992188
2022-02-23,131.67384338378906
2022-02-24,136.0476837158203
2022-02-25,138.2541046142578
2022-02-28,138.7886962890625
2022-03-01,136.485107421875
2022-03-02,138.8372802734375
2022-03-03,136.87391662597656
2022-03-04,134.89105224609375
2022-03-07,129.90478515625
2022-03-08,129.31192016601562
2022-03-09,133.85104370117188
2022-03-10,132.4611358642578
2022-03-11,129.7395782470703
2022-03-14,127.25130462646484
2022-03-15,131.23643493652344
2022-03-16,135.99913024902344
2022-03-17,137.68063354492188
2022-03-18,140.5285186767578
2022-03-21,140.18206787109375
2022-03-22,142.89752197265625
2022-03-23,140.8633270263672
2022-03-24,143.92919921875
2022-03-25,143.8707733154297
2022-03-28,146.02175903320312
2022-03-29,148.59121704101562
2022-03-30,147.01451110839844
2022-03-31,144.9900665283203
2022-04-01,144.86355590820312
2022-04-04,147.81256103515625
2022-04-05,144.55209350585938
2022-04-06,141.35972595214844
2022-04-07,141.7295684814453
2022-04-08,139.82192993164062
2022-04-11,136.5906524658203
2022-04-12,135.8995819091797
2022-04-13,138.66372680664062
2022-04-14,135.49081420898438
2022-04-18,135.666015625
2022-04-19,138.60533142089844
2022-04-20,136.61009216308594
2022-04-21,133.83624267578125
2022-04-22,130.27403259277344
2022-04-25,131.9772491455078
2022-04-26,127.00379180908203
2022-04-27,126.87724304199219
2022-04-28,131.3446044921875
2022-04-29,125.4952163696289
2022-05-02,127.55854034423828
2022-05-03,127.7337417602539
2022-05-04,132.01622009277344
2022-05-05,125.54385375976562
2022-05-06,123.86982727050781
2022-05-09,119.1104507446289
2022-05-10,120.50224304199219
2022-05-11,116.90108489990234
2022-05-12,116.62857818603516
2022-05-13,120.7747802734375
2022-05-16,119.57762908935547
2022-05-17,122.62400817871094
2022-05-18,116.67724609375
2022-05-19,115.91808319091797
2022-05-20,115.60662841796875
2022-05-23,117.4655990600586
2022-05-24,115.012939453125
2022-05-25,116.60912322998047
2022-05-26,119.85015106201172
2022-05-27,123.79196166992188
2022-05-31,123.54864501953125
2022-06-01,122.50721740722656
2022-06-02,125.90396881103516
2022-06-03,122.54615020751953
2022-06-06,123.12039947509766
2022-06-07,124.064453125
2022-06-08,123.15930938720703
2022-06-09,119.91828155517578
2022-06-10,115.63581848144531
2022-06-13,110.38983917236328
2022-06-14,110.55528259277344
2022-06-15,113.29022216796875
2022-06-16,108.73526000976562
2022-06-17,109.98106384277344
2022-06-21,112.735595703125
2022-06-22,112.59909057617188
2022-06-23,114.2469253540039
2022-06-24,118.38113403320312
2022-06-27,117.298828125
2022-06-28,113.75938415527344
2022-06-29,113.86664581298828
2022-06-30,112.32606506347656
2022-07-01,113.16461944580078
2022-07-05,115.06595611572266
2022-07-06,115.79724884033203
2022-07-07,118.30313110351562
2022-07-08,118.42988586425781
2022-07-11,115.9045181274414
2022-07-12,114.81244659423828
2022-07-13,114.6271743774414
2022-07-14,115.0172119140625
2022-07-15,117.01604461669922
2022-07-18,116.07025146484375
2022-07-19,119.58045196533203
2022-07-20,121.5500717163086
2022-07-21,123.2953872680664
2022-07-22,121.1697769165039
2022-07-25,120.49699401855469
2022-07-26,118.11785888671875
2022-07-27,123.10038757324219
2022-07-28,124.28995513916016
2022-07-29,126.55207061767578
2022-08-01,126.49357604980469
2022-08-02,126.06454467773438
2022-08-03,129.41871643066406
2022-08-04,130.1695098876953
2022-08-05,129.09698486328125
2022-08-08,128.65818786621094
2022-08-09,127.19560241699219
2022-08-10,130.68629455566406
2022-08-11,130.0525360107422
2022-08-12,132.56814575195312
2022-08-15,133.60169982910156
2022-08-16,133.36766052246094
2022-08-17,131.78810119628906
2022-08-18,132.09036254882812
2022-08-19,129.50653076171875
2022-08-22,126.15231323242188
2022-08-23,126.0255355834961
2022-08-24,126.31806182861328
2022-08-25,128.60943603515625
2022-08-26,123.37340545654297
2022-08-29,122.10584259033203
2022-08-30,120.76024627685547
2022-08-31,120.14595794677734
2022-09-01,120.09723663330078
2022-09-02,118.47865295410156
2022-09-06,117.60108947753906
2022-09-07,119.94122314453125
2022-09-08,120.53600311279297
2022-09-09,123.10038757324219
2022-09-12,124.62145233154297
2022-09-13,117.82534790039062
2022-09-14,118.7809066772461
2022-09-15,116.76254272460938
2022-09-16,115.9629898071289
2022-09-19,116.98403930664062
2022-09-20,116.03628540039062
2022-09-21,113.95513916015625
2022-09-22,112.55793762207031
2022-09-23,110.79922485351562
2022-09-26,110.13481903076172
2022-09-27,110.3302230834961
2022-09-28,112.56769561767578
2022-09-29,109.37271118164062
2022-09-30,107.42835235595703
2022-10-03,109.94917297363281
2022-10-04,113.4275131225586
2022-10-05,113.30050659179688
2022-10-06,112.47978210449219
2022-10-07,108.13182067871094
2022-10-10,107.02774047851562
2022-10-11,105.67939758300781
2022-10-12,105.63054656982422
2022-10-13,108.02435302734375
2022-10-14,104.819580078125
2022-10-17,108.20022583007812
2022-10-18,109.15775299072266
2022-10-19,108.74737548828125
2022-10-20,108.13182067871094
2022-10-21,110.73081970214844
2022-10-24,111.94236755371094
2022-10-25,114.19939422607422
2022-10-26,111.67858123779297
2022-10-27,109.63651275634766
2022-10-28,113.02692413330078
2022-10-31,111.72742462158203
2022-11-01,110.57450103759766
2022-11-02,106.83231353759766
2022-11-03,104.75118255615234
2022-11-04,106.34378814697266
2022-11-07,107.53582000732422
2022-11-08,108.3370132446289
2022-11-09,105.85526275634766
2022-11-10,113.57408142089844
2022-11-11,115.7431640625
2022-11-14,114.72702026367188
2022-11-15,116.31964874267578
2022-11-16,114.70747375488281
2022-11-17,114.48274993896484
2022-11-18,114.5999984741211
2022-11-21,113.3200454711914
